success,trial_type,trial_index,time_elapsed,internal_node_id,STUDY_ID,PROLIFIC_PID,SESSION_ID,FP,bonus,draw_light,RT,response,correct_response,test_part,correct,rt,responses
1.0,fullscreen,0,3392,0.0-0.0,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5Text,1,8843,0.0-1.0,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5Text,2,10040,0.0-2.0,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5Text,3,22358,0.0-3.0,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5Text,4,25643,0.0-4.0,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,5,31582,0.0-5.0-0.0,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,3622.9000000748783,f,f,test,1.0,,
,p5feedback,6,36176,0.0-5.0-1.0,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,7,40048,0.0-5.0-0.1,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,1537.745000096038,f,j,test,0.0,,
,p5feedback,8,42193,0.0-5.0-1.1,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,9,45582,0.0-5.0-0.2,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,952.3300000000745,j,f,test,0.0,,
,p5feedback,10,46359,0.0-5.0-1.2,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,11,49032,0.0-5.0-0.3,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,369.6050001308322,j,j,test,1.0,,
,p5feedback,12,49622,0.0-5.0-1.3,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,13,52465,0.0-5.0-0.4,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,474.75999989546835,j,f,test,0.0,,
,p5feedback,14,53585,0.0-5.0-1.4,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,15,56348,0.0-5.0-0.5,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,462.91000000201166,j,j,test,1.0,,
,p5feedback,16,57292,0.0-5.0-1.5,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,17,59901,0.0-5.0-0.6,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,266.3850001990795,j,j,test,1.0,,
,p5feedback,18,60487,0.0-5.0-1.6,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,19,63530,0.0-5.0-0.7,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,713.5750001762062,j,f,test,0.0,,
,p5feedback,20,64276,0.0-5.0-1.7,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,21,67030,0.0-5.0-0.8,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,473.5799999907613,j,f,test,0.0,,
,p5feedback,22,68379,0.0-5.0-1.8,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,23,71214,0.0-5.0-0.9,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,544.2100001964718,j,j,test,1.0,,
,p5feedback,24,71768,0.0-5.0-1.9,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,25,74579,0.0-5.0-0.10,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,535.0750000216067,j,j,test,1.0,,
,p5feedback,26,75274,0.0-5.0-1.10,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,27,78713,0.0-5.0-0.11,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,1113.385000033304,j,f,test,0.0,,
,p5feedback,28,79542,0.0-5.0-1.11,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,29,82411,0.0-5.0-0.12,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,577.5250000879169,j,j,test,1.0,,
,p5feedback,30,82838,0.0-5.0-1.12,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,31,86345,0.0-5.0-0.13,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,684.9399998318404,f,f,test,1.0,,
,p5feedback,32,87157,0.0-5.0-1.13,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,33,89978,0.0-5.0-0.14,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,434.7399999387562,j,f,test,0.0,,
,p5feedback,34,95851,0.0-5.0-1.14,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,35,98844,0.0-5.0-0.15,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,678.1800000462681,j,j,test,1.0,,
,p5feedback,36,99424,0.0-5.0-1.15,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,37,102460,0.0-5.0-0.16,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,738.0899998825043,f,f,test,1.0,,
,p5feedback,38,103529,0.0-5.0-1.16,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,39,106328,0.0-5.0-0.17,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,491.0750000271946,f,j,test,0.0,,
,p5feedback,40,106913,0.0-5.0-1.17,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,41,112360,0.0-5.0-0.18,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,3073.0999999213964,j,f,test,0.0,,
,p5feedback,42,113290,0.0-5.0-1.18,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,43,116093,0.0-5.0-0.19,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,437.26000003516674,j,j,test,1.0,,
,p5feedback,44,116493,0.0-5.0-1.19,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,45,119310,0.0-5.0-0.20,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,515.4800000600517,j,f,test,0.0,,
,p5feedback,46,119969,0.0-5.0-1.20,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,47,122660,0.0-5.0-0.21,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,423.46000019460917,j,j,test,1.0,,
,p5feedback,48,123217,0.0-5.0-1.21,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,49,127859,0.0-5.0-0.22,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,2379.8350000288337,f,j,test,0.0,,
,p5feedback,50,128413,0.0-5.0-1.22,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,51,131159,0.0-5.0-0.23,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,411.6100000683218,j,f,test,0.0,,
,p5feedback,52,131835,0.0-5.0-1.23,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,53,134609,0.0-5.0-0.24,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,448.77499993890524,j,f,test,0.0,,
,p5feedback,54,135983,0.0-5.0-1.24,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,55,138892,0.0-5.0-0.25,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,358.2500000484288,j,j,test,1.0,,
,p5feedback,56,139977,0.0-5.0-1.25,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,57,142525,0.0-5.0-0.26,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,275.09999996982515,j,f,test,0.0,,
,p5feedback,58,143687,0.0-5.0-1.26,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,59,146491,0.0-5.0-0.27,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,550.4600000567734,j,j,test,1.0,,
,p5feedback,60,147265,0.0-5.0-1.27,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,61,150024,0.0-5.0-0.28,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,432.1249998174608,j,f,test,0.0,,
,p5feedback,62,150786,0.0-5.0-1.28,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,63,153907,0.0-5.0-0.29,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,394.6950000245124,j,j,test,1.0,,
,p5feedback,64,154280,0.0-5.0-1.29,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,65,157257,0.0-5.0-0.30,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,615.6299998983741,j,j,test,1.0,,
,p5feedback,66,157700,0.0-5.0-1.30,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,67,161023,0.0-5.0-0.31,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,990.0100000668317,f,f,test,1.0,,
,p5feedback,68,161650,0.0-5.0-1.31,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,69,164290,0.0-5.0-0.32,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,358.6850001011044,j,j,test,1.0,,
,p5feedback,70,164679,0.0-5.0-1.32,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,71,168123,0.0-5.0-0.33,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,1175.0699998810887,j,f,test,0.0,,
,p5feedback,72,168792,0.0-5.0-1.33,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,73,171540,0.0-5.0-0.34,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,433.91999998129904,j,j,test,1.0,,
,p5feedback,74,172120,0.0-5.0-1.34,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,75,175273,0.0-5.0-0.35,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,881.1500000301749,j,f,test,0.0,,
,p5feedback,76,175325,0.0-5.0-1.35,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,77,178239,0.0-5.0-0.36,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,647.0700001809746,j,j,test,1.0,,
,p5feedback,78,180416,0.0-5.0-1.36,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,79,183489,0.0-5.0-0.37,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,566.0949999000877,j,f,test,0.0,,
,p5feedback,80,184311,0.0-5.0-1.37,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,81,187538,0.0-5.0-0.38,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,962.4300000723451,f,j,test,0.0,,
,p5feedback,82,188018,0.0-5.0-1.38,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,83,191638,0.0-5.0-0.39,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,1264.4950000103563,j,f,test,0.0,,
,p5feedback,84,192293,0.0-5.0-1.39,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,85,194954,0.0-5.0-0.40,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,400.7499997969717,j,f,test,0.0,,
,p5feedback,86,195607,0.0-5.0-1.40,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,87,198304,0.0-5.0-0.41,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,387.275000102818,j,j,test,1.0,,
,p5feedback,88,199432,0.0-5.0-1.41,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,89,202537,0.0-5.0-0.42,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,801.6700001899153,f,j,test,0.0,,
,p5feedback,90,203607,0.0-5.0-1.42,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,91,206037,0.0-5.0-0.43,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,132.3500000871718,j,f,test,0.0,,
,p5feedback,92,206830,0.0-5.0-1.43,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,93,209536,0.0-5.0-0.44,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,420.32000003382564,j,f,test,0.0,,
,p5feedback,94,210364,0.0-5.0-1.44,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,95,216119,0.0-5.0-0.45,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,3438.524999888614,j,j,test,1.0,,
,p5feedback,96,218020,0.0-5.0-1.45,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,97,220819,0.0-5.0-0.46,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,475.5349999759346,f,f,test,1.0,,
,p5feedback,98,221511,0.0-5.0-1.46,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,99,224552,0.0-5.0-0.47,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,696.9250000547618,j,j,test,1.0,,
,p5feedback,100,224998,0.0-5.0-1.47,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,101,228003,0.0-5.0-0.48,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,675.2199998591095,f,j,test,0.0,,
,p5feedback,102,228548,0.0-5.0-1.48,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,103,231470,0.0-5.0-0.49,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,611.5999999456108,j,f,test,0.0,,
,p5feedback,104,232008,0.0-5.0-1.49,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,105,234802,0.0-5.0-0.50,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,424.88500010222197,j,f,test,0.0,,
,p5feedback,106,235715,0.0-5.0-1.50,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,107,238135,0.0-5.0-0.51,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,81.98000001721084,j,j,test,1.0,,
,p5feedback,108,239027,0.0-5.0-1.51,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,109,241801,0.0-5.0-0.52,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,425.71499990299344,f,j,test,0.0,,
,p5feedback,110,243326,0.0-5.0-1.52,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,111,246051,0.0-5.0-0.53,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,459.3299999833107,j,f,test,0.0,,
,p5feedback,112,246676,0.0-5.0-1.53,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,113,249584,0.0-5.0-0.54,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,297.1499999985099,j,j,test,1.0,,
,p5feedback,114,249954,0.0-5.0-1.54,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,115,252734,0.0-5.0-0.55,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,412.0950000360608,j,f,test,0.0,,
,p5feedback,116,253304,0.0-5.0-1.55,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,117,256067,0.0-5.0-0.56,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,392.4800001550466,j,f,test,0.0,,
,p5feedback,118,256481,0.0-5.0-1.56,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,119,258949,0.0-5.0-0.57,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,113.16499998793006,j,j,test,1.0,,
,p5feedback,120,259454,0.0-5.0-1.57,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,121,263916,0.0-5.0-0.58,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,2109.574999893084,j,f,test,0.0,,
,p5feedback,122,264477,0.0-5.0-1.58,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,123,267282,0.0-5.0-0.59,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,460.1849999744445,j,j,test,1.0,,
,p5feedback,124,267567,0.0-5.0-1.59,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,125,270032,0.0-5.0-0.60,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,137.70500011742115,j,f,test,0.0,,
,p5feedback,126,270731,0.0-5.0-1.60,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,127,273448,0.0-5.0-0.61,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,410.5199999175966,j,j,test,1.0,,
,p5feedback,128,276305,0.0-5.0-1.61,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,129,278981,0.0-5.0-0.62,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,356.71500000171363,f,f,test,1.0,,
,p5feedback,130,280400,0.0-5.0-1.62,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,131,283131,0.0-5.0-0.63,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,399.2700001690537,j,j,test,1.0,,
,p5feedback,132,284166,0.0-5.0-1.63,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,133,286981,0.0-5.0-0.64,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,416.6249998379499,j,f,test,0.0,,
,p5feedback,134,287540,0.0-5.0-1.64,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,135,290314,0.0-5.0-0.65,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,366.7000001296401,j,j,test,1.0,,
,p5feedback,136,290322,0.0-5.0-1.65,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,137,292980,0.0-5.0-0.66,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,343.7149999663234,f,j,test,0.0,,
,p5feedback,138,293316,0.0-5.0-1.66,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,139,295730,0.0-5.0-0.67,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,107.7949998434633,j,f,test,0.0,,
,p5feedback,140,296208,0.0-5.0-1.67,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,141,299863,0.0-5.0-0.68,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,1351.425000000745,j,j,test,1.0,,
,p5feedback,142,300420,0.0-5.0-1.68,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,143,303497,0.0-5.0-0.69,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,776.6249999403954,j,f,test,0.0,,
,p5feedback,144,304015,0.0-5.0-1.69,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,145,308370,0.0-5.0-0.70,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,2011.5149999037385,j,f,test,0.0,,
,p5feedback,146,309920,0.0-5.0-1.70,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,147,312762,0.0-5.0-0.71,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,381.79500005207956,j,j,test,1.0,,
,p5feedback,148,313527,0.0-5.0-1.71,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,149,316729,0.0-5.0-0.72,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,940.5399998649955,f,j,test,0.0,,
,p5feedback,150,317071,0.0-5.0-1.72,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,151,331244,0.0-5.0-0.73,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,0.0,11837.189999874681,j,f,test,0.0,,
,p5feedback,152,332632,0.0-5.0-1.73,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
,p5card,153,336111,0.0-5.0-0.74,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,1.0,1203.914999961853,f,j,test,0.0,,
,p5feedback,154,338485,0.0-5.0-1.74,5f004f090329ec14b5f49015,5df35eebc12a3623d578f307,5f005ccdafb92f000c028644,False,0.42,,,,,,,,
