success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,STUDY_ID,PROLIFIC_PID,SESSION_ID,bonus,nickname,rt,url,set_size,change,addition,RT,response,jitter,correct_response,test_part,correct,stimulus,key_press,responses
,p5cd_ad,22,112631,0.0-6.0-1.0-0.7,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,5.0,1.0,1.0,1119.4746415130794,f,451.75535848829895,j,test,0.0,,,
,p5cd_ad,23,115181,0.0-6.0-1.0-0.8,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,3.0,0.0,1.0,1008.5555893019773,f,27.839410700835288,f,test,1.0,,,
,p5cd_ad,24,118380,0.0-6.0-1.0-0.9,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,9.0,1.0,0.0,1284.1223692521453,f,406.0726307798177,j,test,0.0,,,
,p5cd_ad,25,121231,0.0-6.0-1.0-0.10,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,5.0,1.0,0.0,916.4457494625822,f,423.8292505033314,j,test,0.0,,,
,p5cd_ad,26,124064,0.0-6.0-1.0-0.11,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,1.0,1.0,1.0,944.9291896889918,j,378.37081030011177,j,test,1.0,,,
,p5cd_ad,27,127064,0.0-6.0-1.0-0.12,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,5.0,0.0,1.0,1015.4974382603541,f,476.02256177924573,f,test,1.0,,,
,p5cd_ad,28,129699,0.0-6.0-1.0-0.13,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,3.0,0.0,0.0,857.7236191486008,f,259.73638088908046,f,test,1.0,,,
,p5cd_ad,29,132014,0.0-6.0-1.0-0.14,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,1.0,1.0,0.0,753.1222770921886,j,53.58772294130176,j,test,1.0,,,
,p5cd_ad,30,134264,0.0-6.0-1.0-0.15,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,1.0,0.0,0.0,741.0441266838461,f,2.135873306542635,f,test,1.0,,,
,p5Text,31,148774,0.0-6.0-2.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,,,,,,,,,,,,
,p5Text,32,152737,0.0-6.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,,,,,,,,,,,,
,p5cd_ad,33,155615,0.0-6.0-1.1-0.16,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,5.0,1.0,1.0,917.4320613383316,f,448.1379386270419,j,test,0.0,,,
,p5cd_ad,34,158531,0.0-6.0-1.1-0.17,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,1.0,0.0,1.0,938.4214103920385,f,471.80358960758895,f,test,1.0,,,
,p5cd_ad,35,161564,0.0-6.0-1.1-0.18,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,9.0,0.0,1.0,1127.4060673895292,f,398.25893263332546,f,test,1.0,,,
,p5cd_ad,36,164265,0.0-6.0-1.1-0.19,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,3.0,0.0,1.0,935.9829927561805,f,254.6370072523132,f,test,1.0,,,
,p5cd_ad,37,166765,0.0-6.0-1.1-0.20,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,1.0,1.0,0.0,795.4329124186188,j,196.35708758141845,j,test,1.0,,,
,p5cd_ad,38,169381,0.0-6.0-1.1-0.21,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,5.0,0.0,1.0,872.7230512304232,f,229.6819487819448,f,test,1.0,,,
,p5cd_ad,39,171748,0.0-6.0-1.1-0.22,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,3.0,0.0,0.0,823.4827253036201,f,29.362274683080614,f,test,1.0,,,
,p5cd_ad,40,174815,0.0-6.0-1.1-0.23,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,5.0,1.0,0.0,1246.4756035478786,j,313.4193964069709,j,test,1.0,,,
,p5cd_ad,41,177648,0.0-6.0-1.1-0.24,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,1.0,0.0,0.0,964.4165654899552,f,354.9934345064685,f,test,1.0,,,
,p5cd_ad,42,180598,0.0-6.0-1.1-0.25,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,9.0,0.0,0.0,1025.8057574392296,f,414.18424260336906,f,test,1.0,,,
,p5cd_ad,43,184482,0.0-6.0-1.1-0.26,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,9.0,1.0,0.0,1952.3504112730734,f,416.909588733688,j,test,0.0,,,
,p5cd_ad,44,187431,0.0-6.0-1.1-0.27,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,1.0,1.0,1.0,944.3135050241835,j,486.6964949760586,j,test,1.0,,,
,p5cd_ad,45,190315,0.0-6.0-1.1-0.28,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,3.0,1.0,0.0,1366.5560852386989,f,3.268914762884378,j,test,0.0,,,
,p5cd_ad,46,193448,0.0-6.0-1.1-0.29,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,9.0,1.0,1.0,1349.2006164160557,f,277.54938357975334,j,test,0.0,,,
,p5cd_ad,47,197315,0.0-6.0-1.1-0.30,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5dac7eaa59f37100128372d5,"[101, 89, 8, 93, 102, 9, 98, 144, 66, 25, 26, 247, 101, 15, 154, 42, 5, 222, 30, 173, 72, 145, 45, 73, 105, 4, 173, 48, 219, 68, 13, 113]",5f183ba2066b9c11e73f0302,5dac7eaa59f37100128372d5,5f1958b2a1a99a00081b0184,0.25,lentil,,,5.0,0.0,0.0,1916.3617445155978,j,442.1332555357367,f,test,0.0,,,
