success,trial_type,trial_index,time_elapsed,internal_node_id,STUDY_ID,PROLIFIC_PID,SESSION_ID,FP,bonus,view_history,rt,stimulus,key_press,shape_array,effect,correct_response,test_part,trial_part,correct,responses,trial_name
1.0,fullscreen,0,2684,0.0-0.0,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,,,,,,,,,,
,instructions,1,29406,0.0-1.0,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,"[{""page_index"":0,""viewing_time"":3359},{""page_index"":1,""viewing_time"":10104},{""page_index"":2,""viewing_time"":10312},{""page_index"":3,""viewing_time"":2041},{""page_index"":4,""viewing_time"":903}]",26719.0,,,,,,,,,,
,html-keyboard-response,2,29912,0.0-2.0-0.0-0.0,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div>",,['stimuli/clover.png'],0.0,f,practice,prepare,,,
,html-keyboard-response,3,32821,0.0-2.0-0.0-1.0,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,2906.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/clover.png"" width=""30%"" style=""padding:2vmin""></div>",74.0,['stimuli/clover.png'],0.0,f,practice,main,0.0,,
,html-keyboard-response,4,34829,0.0-2.0-0.0-2.0,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""></div>",,['stimuli/clover.png'],0.0,f,practice,feedback,,,
,html-keyboard-response,5,35351,0.0-2.0-0.0-0.1,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div>",,['stimuli/diamond.png'],1.0,j,practice,prepare,,,
,html-keyboard-response,6,37567,0.0-2.0-0.0-1.1,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,2212.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/diamond.png"" width=""30%"" style=""padding:2vmin""></div>",70.0,['stimuli/diamond.png'],1.0,j,practice,main,0.0,,
,html-keyboard-response,7,39571,0.0-2.0-0.0-2.1,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div>",,['stimuli/diamond.png'],1.0,j,practice,feedback,,,
,html-keyboard-response,8,40091,0.0-2.0-0.0-0.2,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div>",,['stimuli/diamond.png'],1.0,j,practice,prepare,,,
,html-keyboard-response,9,41286,0.0-2.0-0.0-1.2,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,1193.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/diamond.png"" width=""30%"" style=""padding:2vmin""></div>",74.0,['stimuli/diamond.png'],1.0,j,practice,main,1.0,,
,html-keyboard-response,10,43292,0.0-2.0-0.0-2.2,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div>",,['stimuli/diamond.png'],1.0,j,practice,feedback,,,
,html-keyboard-response,11,43812,0.0-2.0-0.0-0.3,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div>",,['stimuli/clover.png'],0.0,f,practice,prepare,,,
,html-keyboard-response,12,45535,0.0-2.0-0.0-1.3,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,1720.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/clover.png"" width=""30%"" style=""padding:2vmin""></div>",70.0,['stimuli/clover.png'],0.0,f,practice,main,1.0,,
,html-keyboard-response,13,47542,0.0-2.0-0.0-2.3,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""></div>",,['stimuli/clover.png'],0.0,f,practice,feedback,,,
,html-keyboard-response,14,48060,0.0-2.1-0.1-0.4,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div>",,['stimuli/clover.png'],0.0,f,practice,prepare,,,
,html-keyboard-response,15,49189,0.0-2.1-0.1-1.4,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,1128.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/clover.png"" width=""30%"" style=""padding:2vmin""></div>",70.0,['stimuli/clover.png'],0.0,f,practice,main,1.0,,
,html-keyboard-response,16,51191,0.0-2.1-0.1-2.4,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""></div>",,['stimuli/clover.png'],0.0,f,practice,feedback,,,
,html-keyboard-response,17,51701,0.0-2.1-0.1-0.5,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div>",,['stimuli/diamond.png'],1.0,j,practice,prepare,,,
,html-keyboard-response,18,52453,0.0-2.1-0.1-1.5,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,751.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/diamond.png"" width=""30%"" style=""padding:2vmin""></div>",74.0,['stimuli/diamond.png'],1.0,j,practice,main,1.0,,
,html-keyboard-response,19,54471,0.0-2.1-0.1-2.5,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div>",,['stimuli/diamond.png'],1.0,j,practice,feedback,,,
,html-keyboard-response,20,54990,0.0-2.1-0.1-0.6,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div>",,['stimuli/clover.png'],0.0,f,practice,prepare,,,
,html-keyboard-response,21,55582,0.0-2.1-0.1-1.6,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,588.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/clover.png"" width=""30%"" style=""padding:2vmin""></div>",70.0,['stimuli/clover.png'],0.0,f,practice,main,1.0,,
,html-keyboard-response,22,57591,0.0-2.1-0.1-2.6,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""></div>",,['stimuli/clover.png'],0.0,f,practice,feedback,,,
,html-keyboard-response,23,58110,0.0-2.1-0.1-0.7,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div>",,['stimuli/diamond.png'],1.0,j,practice,prepare,,,
,html-keyboard-response,24,58701,0.0-2.1-0.1-1.7,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,590.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/diamond.png"" width=""30%"" style=""padding:2vmin""></div>",74.0,['stimuli/diamond.png'],1.0,j,practice,main,1.0,,
,html-keyboard-response,25,60710,0.0-2.1-0.1-2.7,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div>",,['stimuli/diamond.png'],1.0,j,practice,feedback,,,
,survey-text,26,79352,0.0-3.0,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,18633.0,,,,,,,,,"{""Q0"":""I press F when I think a cat will appear, and J when I think it won't. ""}",
,instructions,27,81181,0.0-4.0,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,"[{""page_index"":0,""viewing_time"":1829}]",1829.0,,,,,,,,,,
,html-keyboard-response,28,81690,0.0-5.0-0.0,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [1/64]</br>number of points: 0</p>",,['stimuli/up_facing.png'],0.0,f,test,prepare,,,E-
,html-keyboard-response,29,84878,0.0-5.0-1.0,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,3185.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/up_facing.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [1/64]</br>number of points: 0</p>",74.0,['stimuli/up_facing.png'],0.0,f,test,main,0.0,,E-
,html-keyboard-response,30,86890,0.0-5.0-2.0,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""></div><p class=""progress""> [1/64]</br>number of points: 0</p>",,['stimuli/up_facing.png'],0.0,f,test,feedback,,,E-
,html-keyboard-response,31,87411,0.0-5.0-0.1,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [2/64]</br>number of points: 0</p>",,['stimuli/Q.png'],1.0,j,test,prepare,,,Q+
,html-keyboard-response,32,88756,0.0-5.0-1.1,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,1345.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/Q.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [2/64]</br>number of points: 0</p>",74.0,['stimuli/Q.png'],1.0,j,test,main,1.0,,Q+
,html-keyboard-response,33,90766,0.0-5.0-2.1,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [2/64]</br>number of points: 1</p>",,['stimuli/Q.png'],1.0,j,test,feedback,,,Q+
,html-keyboard-response,34,91290,0.0-5.0-0.2,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [3/64]</br>number of points: 1</p>",,['stimuli/plus.png'],1.0,j,test,prepare,,,B+
,html-keyboard-response,35,93350,0.0-5.0-1.2,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,2056.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/plus.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [3/64]</br>number of points: 1</p>",70.0,['stimuli/plus.png'],1.0,j,test,main,0.0,,B+
,html-keyboard-response,36,95369,0.0-5.0-2.2,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [3/64]</br>number of points: 1</p>",,['stimuli/plus.png'],1.0,j,test,feedback,,,B+
,html-keyboard-response,37,95880,0.0-5.0-0.3,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [4/64]</br>number of points: 1</p>",,['stimuli/O.png'],0.0,f,test,prepare,,,O-
,html-keyboard-response,38,97535,0.0-5.0-1.3,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,1654.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/O.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [4/64]</br>number of points: 1</p>",74.0,['stimuli/O.png'],0.0,f,test,main,0.0,,O-
,html-keyboard-response,39,99551,0.0-5.0-2.3,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""></div><p class=""progress""> [4/64]</br>number of points: 1</p>",,['stimuli/O.png'],0.0,f,test,feedback,,,O-
,html-keyboard-response,40,100060,0.0-5.0-0.4,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [5/64]</br>number of points: 1</p>",,"['stimuli/hexagon.png', 'stimuli/up_facing.png']",1.0,j,test,prepare,,,EF+
,html-keyboard-response,41,105071,0.0-5.0-1.4,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/up_facing.png"" width=""30%"" style=""padding:2vmin"">	<img src=""stimuli/hexagon.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [5/64]</br>number of points: 1</p>",,"['stimuli/hexagon.png', 'stimuli/up_facing.png']",1.0,j,test,main,,,EF+
,html-keyboard-response,42,107090,0.0-5.0-2.4,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [5/64]</br>number of points: 1</p>",,"['stimuli/hexagon.png', 'stimuli/up_facing.png']",1.0,j,test,feedback,,,EF+
,html-keyboard-response,43,107611,0.0-5.0-0.5,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [6/64]</br>number of points: 1</p>",,"['stimuli/spade.png', 'stimuli/circle.png']",0.0,f,test,prepare,,,CD-
,html-keyboard-response,44,109470,0.0-5.0-1.5,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,1857.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/spade.png"" width=""30%"" style=""padding:2vmin"">	<img src=""stimuli/circle.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [6/64]</br>number of points: 1</p>",70.0,"['stimuli/spade.png', 'stimuli/circle.png']",0.0,f,test,main,1.0,,CD-
,html-keyboard-response,45,111471,0.0-5.0-2.5,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""></div><p class=""progress""> [6/64]</br>number of points: 2</p>",,"['stimuli/spade.png', 'stimuli/circle.png']",0.0,f,test,feedback,,,CD-
,html-keyboard-response,46,111991,0.0-5.0-0.6,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [7/64]</br>number of points: 2</p>",,['stimuli/circle.png'],1.0,j,test,prepare,,,C+
,html-keyboard-response,47,113046,0.0-5.0-1.6,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,1053.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/circle.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [7/64]</br>number of points: 2</p>",70.0,['stimuli/circle.png'],1.0,j,test,main,0.0,,C+
,html-keyboard-response,48,115061,0.0-5.0-2.6,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [7/64]</br>number of points: 2</p>",,['stimuli/circle.png'],1.0,j,test,feedback,,,C+
,html-keyboard-response,49,115570,0.0-5.0-0.7,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [8/64]</br>number of points: 2</p>",,['stimuli/heart.png'],0.0,f,test,prepare,,,A-
,html-keyboard-response,50,116709,0.0-5.0-1.7,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,1135.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/heart.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [8/64]</br>number of points: 2</p>",74.0,['stimuli/heart.png'],0.0,f,test,main,0.0,,A-
,html-keyboard-response,51,118721,0.0-5.0-2.7,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""></div><p class=""progress""> [8/64]</br>number of points: 2</p>",,['stimuli/heart.png'],0.0,f,test,feedback,,,A-
,html-keyboard-response,52,119241,0.0-5.0-0.8,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [9/64]</br>number of points: 2</p>",,"['stimuli/hexagon.png', 'stimuli/up_facing.png']",1.0,j,test,prepare,,,EF+
,html-keyboard-response,53,120710,0.0-5.0-1.8,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,1468.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/up_facing.png"" width=""30%"" style=""padding:2vmin"">	<img src=""stimuli/hexagon.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [9/64]</br>number of points: 2</p>",74.0,"['stimuli/hexagon.png', 'stimuli/up_facing.png']",1.0,j,test,main,1.0,,EF+
,html-keyboard-response,54,122721,0.0-5.0-2.8,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [9/64]</br>number of points: 3</p>",,"['stimuli/hexagon.png', 'stimuli/up_facing.png']",1.0,j,test,feedback,,,EF+
,html-keyboard-response,55,123241,0.0-5.0-0.9,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [10/64]</br>number of points: 3</p>",,['stimuli/circle.png'],1.0,j,test,prepare,,,C+
,html-keyboard-response,56,124692,0.0-5.0-1.9,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,1450.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/circle.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [10/64]</br>number of points: 3</p>",70.0,['stimuli/circle.png'],1.0,j,test,main,0.0,,C+
,html-keyboard-response,57,126711,0.0-5.0-2.9,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [10/64]</br>number of points: 3</p>",,['stimuli/circle.png'],1.0,j,test,feedback,,,C+
,html-keyboard-response,58,127231,0.0-5.0-0.10,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [11/64]</br>number of points: 3</p>",,['stimuli/plus.png'],1.0,j,test,prepare,,,B+
,html-keyboard-response,59,129125,0.0-5.0-1.10,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,1893.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/plus.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [11/64]</br>number of points: 3</p>",74.0,['stimuli/plus.png'],1.0,j,test,main,1.0,,B+
,html-keyboard-response,60,131131,0.0-5.0-2.10,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""><img src=""stimuli/cat.png"" class=""cat""></div><p class=""progress""> [11/64]</br>number of points: 4</p>",,['stimuli/plus.png'],1.0,j,test,feedback,,,B+
,html-keyboard-response,61,131650,0.0-5.0-0.11,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [12/64]</br>number of points: 4</p>",,['stimuli/heart.png'],0.0,f,test,prepare,,,A-
,html-keyboard-response,62,132613,0.0-5.0-1.11,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,961.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/heart.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [12/64]</br>number of points: 4</p>",74.0,['stimuli/heart.png'],0.0,f,test,main,0.0,,A-
,html-keyboard-response,63,134631,0.0-5.0-2.11,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<div class=""central_stim""></div><p class=""progress""> [12/64]</br>number of points: 4</p>",,['stimuli/heart.png'],0.0,f,test,feedback,,,A-
,html-keyboard-response,64,135150,0.0-5.0-0.12,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><p class=""progress""> [13/64]</br>number of points: 4</p>",,['stimuli/Q.png'],1.0,j,test,prepare,,,Q+
,html-keyboard-response,65,135884,0.0-5.0-1.12,5f0c7ec1aabfdb45097524af,59a7fec40c87a000017483a0,5f0c848bc304044560cc5840,True,0.45,,732.0,"<h2>Will the cat appear after this screen?</h2><div class=""J_key""><strong>Yes</strong> <br> (press J)</div><div class=""F_key""><strong>No</strong> <br> (press F)</div><div class=""central_stim""><img src=""stimuli/Q.png"" width=""30%"" style=""padding:2vmin""></div><p class=""progress""> [13/64]</br>number of points: 4</p>",74.0,['stimuli/Q.png'],1.0,j,test,main,1.0,,Q+
