success,trial_type,trial_index,time_elapsed,internal_node_id,protocol_sum,subject_identifier,subject_sum,STUDY_ID,PROLIFIC_PID,SESSION_ID,bonus,nickname,rt,url,set_size,change,addition,RT,response,jitter,correct_response,test_part,correct,stimulus,key_press,responses
,p5cd_probe,10,81170,0.0-3.0-1.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,0.0,0.0,1949.3842471697571,f,396.11075283028185,f,practice,1.0,,,
,html-keyboard-response,11,82173,0.0-3.0-1.0-1.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5Text,12,84104,0.0-3.1-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,,,
,p5cd_probe,13,86812,0.0-3.1-1.1-0.4,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,1.0,0.0,1031.3505980246846,f,170.5444019753486,j,practice,0.0,,,
,html-keyboard-response,14,88315,0.0-3.1-1.1-1.4,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,
,p5cd_probe,15,92136,0.0-3.1-1.1-0.5,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,0.0,0.0,2000.2790745699021,f,312.46092543005943,f,practice,1.0,,,
,html-keyboard-response,16,93137,0.0-3.1-1.1-1.5,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5cd_probe,17,96712,0.0-3.1-1.1-0.6,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,1.0,1.0,1647.038756316877,f,414.601243683137,j,practice,0.0,,,
,html-keyboard-response,18,98214,0.0-3.1-1.1-1.6,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,
,p5cd_probe,19,102551,0.0-3.1-1.1-0.7,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,0.0,1.0,2349.961341715418,j,479.5386582845822,f,practice,0.0,,,
,html-keyboard-response,20,104053,0.0-3.1-1.1-1.7,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,"<div style=""width:150px;height:56px;border:0px;font-size:30px;text-align:center"">wrong.</div>",,
,p5Text,21,113014,0.0-3.2-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,,,
,p5cd_probe,22,117760,0.0-3.2-1.2-0.8,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,1.0,0.0,3011.509239319261,j,230.51076068077236,j,practice,1.0,,,
,html-keyboard-response,23,118762,0.0-3.2-1.2-1.8,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5cd_probe,24,122270,0.0-3.2-1.2-0.9,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,0.0,0.0,1718.9048701878928,f,278.80512981209904,f,practice,1.0,,,
,html-keyboard-response,25,123272,0.0-3.2-1.2-1.9,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5cd_probe,26,127195,0.0-3.2-1.2-0.10,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,1.0,1.0,2185.4549938169657,j,220.25000618305057,j,practice,1.0,,,
,html-keyboard-response,27,128197,0.0-3.2-1.2-1.10,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5cd_probe,28,131521,0.0-3.2-1.2-0.11,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,0.0,1.0,1319.353440590421,f,492.4065594095737,f,practice,1.0,,,
,html-keyboard-response,29,132524,0.0-3.2-1.2-1.11,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,"<div style=""width:150px;height:56px;font-size:30px;text-align:center;"">correct!</div>",,
,p5Text,30,136339,0.0-4.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,,,
,p5Text,31,142528,0.0-5.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,,,
,p5Text,32,144111,0.0-6.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,,,,,,,,,,,,
,p5cd_probe,33,147047,0.0-6.0-1.0-0.0,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,0.0,1.0,1350.158720666368,j,418.9162793336436,f,test,0.0,,,
,p5cd_probe,34,150742,0.0-6.0-1.0-0.1,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,1.0,0.0,2118.4520917096816,j,423.7129082903266,j,test,1.0,,,
,p5cd_probe,35,154585,0.0-6.0-1.0-0.2,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,0.0,0.0,2193.85713339175,f,480.95286660827696,f,test,1.0,,,
,p5cd_probe,36,157696,0.0-6.0-1.0-0.3,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,6.0,1.0,0.0,1855.5989988617948,j,100.33600113820285,j,test,1.0,,,
,p5cd_probe,37,160759,0.0-6.0-1.0-0.4,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,4.0,1.0,1.0,1857.0633261935727,f,37.96167380642146,j,test,0.0,,,
,p5cd_probe,38,163305,0.0-6.0-1.0-0.5,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,2.0,1.0,1.0,1177.7973242967564,j,199.85767570324242,j,test,1.0,,,
,p5cd_probe,39,165883,0.0-6.0-1.0-0.6,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,2.0,0.0,0.0,966.7799343595398,f,448.21506564039737,f,test,1.0,,,
,p5cd_probe,40,168429,0.0-6.0-1.0-0.7,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,8.0,1.0,0.0,1334.9759025369713,j,44.27909746300429,j,test,1.0,,,
,p5cd_probe,41,172523,0.0-6.0-1.0-0.8,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,2.0,0.0,1.0,2614.4632601799676,f,323.93673982005566,f,test,1.0,,,
,p5cd_probe,42,175085,0.0-6.0-1.0-0.9,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,6.0,1.0,1.0,1268.2239627363742,j,131.07103726360947,j,test,1.0,,,
,p5cd_probe,43,178014,0.0-6.0-1.0-0.10,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,8.0,0.0,0.0,1395.4047526669747,f,379.8402473330498,f,test,1.0,,,
,p5cd_probe,44,180693,0.0-6.0-1.0-0.11,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,2.0,1.0,0.0,1032.2486604081641,j,492.0513395918533,j,test,1.0,,,
,p5cd_probe,45,188547,0.0-6.0-1.0-0.12,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,6.0,0.0,1.0,6207.996775913169,j,480.383224086836,f,test,0.0,,,
,p5cd_probe,46,191477,0.0-6.0-1.0-0.13,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,8.0,0.0,1.0,1579.8055564127571,f,182.109443587251,f,test,1.0,,,
,p5cd_probe,47,195919,0.0-6.0-1.0-0.14,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,6.0,0.0,0.0,2842.0218813758693,j,432.9131186241284,f,test,0.0,,,
,p5cd_probe,48,199430,0.0-6.0-1.0-0.15,f078aa2862041786868ef9f2ad23336df49386eb98fe8259951830bdf7c3dbfd,5c575b1b53fba80001bd3288,"[127, 143, 49, 161, 248, 108, 17, 169, 57, 159, 214, 123, 197, 69, 116, 196, 48, 122, 236, 152, 115, 220, 104, 14, 25, 74, 110, 46, 45, 178, 117, 134]",5f180469d29f570181bfb241,5c575b1b53fba80001bd3288,5f1824ff1542050621660c1f,0.19,marieleanne,,,8.0,1.0,1.0,2041.8058347075712,f,306.47416529245675,j,test,0.0,,,
