success,trial_type,trial_index,time_elapsed,internal_node_id,STUDY_ID,PROLIFIC_PID,SESSION_ID,FP,bonus,draw_light,correct_response,test_part,RT,response,correct,rt,responses
,p5card,85,238784,0.0-5.0-0.40,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,356.43500000151107,j,1.0,,
,p5feedback,86,240563,0.0-5.0-1.40,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,87,243467,0.0-5.0-0.41,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,289.50000000259024,j,0.0,,
,p5feedback,88,244504,0.0-5.0-1.41,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,89,247618,0.0-5.0-0.42,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,464.7850000001199,f,1.0,,
,p5feedback,90,247982,0.0-5.0-1.42,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,91,252635,0.0-5.0-0.43,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,2017.2400000010384,j,1.0,,
,p5feedback,92,253046,0.0-5.0-1.43,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,93,256052,0.0-5.0-0.44,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,365.219999999681,j,0.0,,
,p5feedback,94,256621,0.0-5.0-1.44,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,95,259569,0.0-5.0-0.45,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,295.00000000189175,j,1.0,,
,p5feedback,96,261429,0.0-5.0-1.45,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,97,265418,0.0-5.0-0.46,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,1358.1699999995762,j,1.0,,
,p5feedback,98,265921,0.0-5.0-1.46,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,99,269736,0.0-5.0-0.47,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,1064.5350000013714,f,1.0,,
,p5feedback,100,271090,0.0-5.0-1.47,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,101,274036,0.0-5.0-0.48,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,292.9549999971641,f,1.0,,
,p5feedback,102,275859,0.0-5.0-1.48,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,103,278785,0.0-5.0-0.49,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,288.79999999847496,j,1.0,,
,p5feedback,104,279358,0.0-5.0-1.49,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,105,282435,0.0-5.0-0.50,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,441.88000000215834,j,1.0,,
,p5feedback,106,282899,0.0-5.0-1.50,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,107,285903,0.0-5.0-0.51,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,373.01499999745283,j,0.0,,
,p5feedback,108,286625,0.0-5.0-1.51,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,109,289636,0.0-5.0-0.52,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,388.940000000759,f,1.0,,
,p5feedback,110,290110,0.0-5.0-1.52,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,111,293202,0.0-5.0-0.53,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,434.2799999976414,f,0.0,,
,p5feedback,112,293556,0.0-5.0-1.53,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,113,296437,0.0-5.0-0.54,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,262.2700000028708,j,0.0,,
,p5feedback,114,297060,0.0-5.0-1.54,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,115,300120,0.0-5.0-0.55,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,439.924999998766,j,1.0,,
,p5feedback,116,300458,0.0-5.0-1.55,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,117,303420,0.0-5.0-0.56,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,344.57000000111293,j,0.0,,
,p5feedback,118,304268,0.0-5.0-1.56,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,119,307253,0.0-5.0-0.57,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,371.2599999998929,j,1.0,,
,p5feedback,120,309214,0.0-5.0-1.57,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,121,312870,0.0-5.0-0.58,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,975.2200000002631,f,0.0,,
,p5feedback,122,314535,0.0-5.0-1.58,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,123,317387,0.0-5.0-0.59,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,241.87499999970896,f,1.0,,
,p5feedback,124,317932,0.0-5.0-1.59,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,125,321437,0.0-5.0-0.60,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,884.3400000004913,j,1.0,,
,p5feedback,126,321805,0.0-5.0-1.60,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,127,324703,0.0-5.0-0.61,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,269.1949999971548,j,0.0,,
,p5feedback,128,325281,0.0-5.0-1.61,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,129,330121,0.0-5.0-0.62,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,2234.3550000005052,j,0.0,,
,p5feedback,130,330459,0.0-5.0-1.62,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,131,333904,0.0-5.0-0.63,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,832.9699999995064,j,1.0,,
,p5feedback,132,336239,0.0-5.0-1.63,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,133,341738,0.0-5.0-0.64,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,2857.3949999990873,j,0.0,,
,p5feedback,134,341808,0.0-5.0-1.64,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,135,344904,0.0-5.0-0.65,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,454.9200000001583,j,1.0,,
,p5feedback,136,346222,0.0-5.0-1.65,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,137,349138,0.0-5.0-0.66,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,284.1049999988172,j,0.0,,
,p5feedback,138,349510,0.0-5.0-1.66,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,139,352589,0.0-5.0-0.67,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,447.7900000019581,j,1.0,,
,p5feedback,140,353093,0.0-5.0-1.67,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,141,356021,0.0-5.0-0.68,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,296.6049999995157,f,0.0,,
,p5feedback,142,357023,0.0-5.0-1.68,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,143,359972,0.0-5.0-0.69,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,311.60000000090804,j,0.0,,
,p5feedback,144,360731,0.0-5.0-1.69,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,145,363821,0.0-5.0-0.70,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,468.0000000008149,j,0.0,,
,p5feedback,146,364470,0.0-5.0-1.70,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,147,367371,0.0-5.0-0.71,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,272.2249999969499,j,1.0,,
,p5feedback,148,367790,0.0-5.0-1.71,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,149,370739,0.0-5.0-0.72,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,285.8349999987404,f,0.0,,
,p5feedback,150,370990,0.0-5.0-1.72,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,151,373955,0.0-5.0-0.73,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,296.9649999976973,j,0.0,,
,p5feedback,152,374082,0.0-5.0-1.73,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,153,377122,0.0-5.0-0.74,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,382.8399999983376,j,0.0,,
,p5feedback,154,377478,0.0-5.0-1.74,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,155,380739,0.0-5.0-0.75,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,649.265000000014,j,1.0,,
,p5feedback,156,381062,0.0-5.0-1.75,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,157,383972,0.0-5.0-0.76,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,282.5449999982375,j,0.0,,
,p5feedback,158,384379,0.0-5.0-1.76,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,159,387589,0.0-5.0-0.77,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,572.5800000000163,f,0.0,,
,p5feedback,160,387909,0.0-5.0-1.77,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,161,390856,0.0-5.0-0.78,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,320.5200000011246,j,1.0,,
,p5feedback,162,391340,0.0-5.0-1.78,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,163,394239,0.0-5.0-0.79,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,248.21000000159256,f,1.0,,
,p5feedback,164,394796,0.0-5.0-1.79,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,165,397555,0.0-5.0-0.80,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,126.72000000020489,f,1.0,,
,p5feedback,166,397852,0.0-5.0-1.80,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,167,401322,0.0-5.0-0.81,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,810.7500000005239,j,1.0,,
,p5feedback,168,401707,0.0-5.0-1.81,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,169,404589,0.0-5.0-0.82,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,258.37999999930616,j,1.0,,
,p5feedback,170,406012,0.0-5.0-1.82,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,171,409623,0.0-5.0-0.83,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,997.8950000003679,f,1.0,,
,p5feedback,172,409943,0.0-5.0-1.83,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,173,414906,0.0-5.0-0.84,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,2330.7849999982864,j,0.0,,
,p5feedback,174,415296,0.0-5.0-1.84,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,175,418106,0.0-5.0-0.85,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,325.6699999982957,j,1.0,,
,p5feedback,176,418533,0.0-5.0-1.85,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,177,421473,0.0-5.0-0.86,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,293.8499999981723,j,0.0,,
,p5feedback,178,421914,0.0-5.0-1.86,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,179,424673,0.0-5.0-0.87,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,88.39499999885447,j,1.0,,
,p5feedback,180,424997,0.0-5.0-1.87,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,181,428040,0.0-5.0-0.88,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,0.0,f,test,409.2950000013225,j,0.0,,
,p5feedback,182,428413,0.0-5.0-1.88,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,p5card,183,431274,0.0-5.0-0.89,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,1.0,j,test,218.38000000204192,j,1.0,,
,p5feedback,184,433376,0.0-5.0-1.89,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
,survey-text,185,444196,0.0-6.0,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,10815.794999998587,"{""best_guess"":"" random""}"
,survey-text,186,449383,0.0-7.0,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,5185.795000001206,"{""worker_comments"":""""}"
,p5Text,187,455249,0.0-8.0,5eff7cd152e3fd04e8afe0dc,5eaf39187da2640e0a57485a,5f002797dd11e5000d15970d,True,0.48,,,,,,,,
1.0,fullscreen,0,3170,0.0-0.0,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5Text,1,10853,0.0-1.0,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5Text,2,21070,0.0-2.0,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5Text,3,47255,0.0-3.0,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5Text,4,68149,0.0-4.0,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,5,73140,0.0-5.0-0.0,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,1.0,j,test,2799.460000002,j,1.0,,
,p5feedback,6,76555,0.0-5.0-1.0,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,7,80022,0.0-5.0-0.1,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,0.0,f,test,1287.7999999982421,j,0.0,,
,p5feedback,8,82106,0.0-5.0-1.1,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,9,86037,0.0-5.0-0.2,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,1.0,j,test,1716.6199999992386,j,1.0,,
,p5feedback,10,87745,0.0-5.0-1.2,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,11,91033,0.0-5.0-0.3,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,0.0,f,test,1079.3700000067474,f,1.0,,
,p5feedback,12,95016,0.0-5.0-1.3,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,13,98619,0.0-5.0-0.4,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,0.0,f,test,1403.4050000045681,j,0.0,,
,p5feedback,14,100313,0.0-5.0-1.4,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,15,104251,0.0-5.0-0.5,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,1.0,j,test,1736.4399999933084,j,1.0,,
,p5feedback,16,106602,0.0-5.0-1.5,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,17,109539,0.0-5.0-0.6,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,0.0,f,test,724.1599999979371,f,1.0,,
,p5feedback,18,110757,0.0-5.0-1.6,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,19,113810,0.0-5.0-0.7,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,1.0,j,test,868.094999997993,f,0.0,,
,p5feedback,20,114817,0.0-5.0-1.7,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,21,118686,0.0-5.0-0.8,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,1.0,j,test,1695.9199999982957,j,1.0,,
,p5feedback,22,120064,0.0-5.0-1.8,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,23,123445,0.0-5.0-0.9,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,0.0,f,test,1181.1849999940023,j,0.0,,
,p5feedback,24,124332,0.0-5.0-1.9,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,25,128023,0.0-5.0-0.10,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,1.0,j,test,1479.5799999992596,f,0.0,,
,p5feedback,26,129063,0.0-5.0-1.10,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,27,131791,0.0-5.0-0.11,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,0.0,f,test,523.3900000021094,j,0.0,,
,p5feedback,28,133139,0.0-5.0-1.11,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,29,136491,0.0-5.0-0.12,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,0.0,f,test,1125.9549999958836,f,1.0,,
,p5feedback,30,137740,0.0-5.0-1.12,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,31,140753,0.0-5.0-0.13,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,1.0,j,test,812.9199999966659,j,1.0,,
,p5feedback,32,141475,0.0-5.0-1.13,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,33,144674,0.0-5.0-0.14,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,0.0,f,test,989.0050000030897,f,1.0,,
,p5feedback,34,146124,0.0-5.0-1.14,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,35,149192,0.0-5.0-0.15,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,1.0,j,test,855.9600000007777,f,0.0,,
,p5feedback,36,150111,0.0-5.0-1.15,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,37,153279,0.0-5.0-0.16,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,1.0,j,test,991.6599999996834,f,0.0,,
,p5feedback,38,153594,0.0-5.0-1.16,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,,,,,,,,
,p5card,39,156641,0.0-5.0-0.17,5eff7cd152e3fd04e8afe0dc,5c8cb4edc708720001241e76,5f0024ec20711e129f9cd027,False,0.47000000000000003,0.0,f,test,849.7300000017276,j,0.0,,
