success,trial_type,trial_index,time_elapsed,internal_node_id,STUDY_ID,PROLIFIC_PID,SESSION_ID,FP,bonus,draw_light,correct_response,test_part,RT,response,correct,rt,responses
1.0,fullscreen,0,3666,0.0-0.0,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5Text,1,13376,0.0-1.0,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5Text,2,23087,0.0-2.0,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5Text,3,40946,0.0-3.0,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5Text,4,53742,0.0-4.0,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,5,58935,0.0-5.0-0.0,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,,,,,
,p5feedback,6,62713,0.0-5.0-1.0,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,7,66349,0.0-5.0-0.1,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1393.6249999678694,j,1.0,,
,p5feedback,8,67720,0.0-5.0-1.1,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,9,74797,0.0-5.0-0.2,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,4906.43499995349,f,0.0,,
,p5feedback,10,76102,0.0-5.0-1.2,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,11,81377,0.0-5.0-0.3,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,,,,,
,p5feedback,12,82664,0.0-5.0-1.3,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,13,85459,0.0-5.0-0.4,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,650.4500000155531,f,0.0,,
,p5feedback,14,86667,0.0-5.0-1.4,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,15,90257,0.0-5.0-0.5,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1425.7649999926798,j,0.0,,
,p5feedback,16,91651,0.0-5.0-1.5,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,17,97571,0.0-5.0-0.6,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,3756.4999999594875,j,0.0,,
,p5feedback,18,98953,0.0-5.0-1.6,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,19,104704,0.0-5.0-0.7,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,3602.0799999823794,j,1.0,,
,p5feedback,20,105822,0.0-5.0-1.7,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,21,110283,0.0-5.0-0.8,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,2276.125000033062,f,1.0,,
,p5feedback,22,111237,0.0-5.0-1.8,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,23,115265,0.0-5.0-0.9,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1856.2350000138395,j,1.0,,
,p5feedback,24,116435,0.0-5.0-1.9,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,25,120263,0.0-5.0-0.10,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1696.0499999695458,j,0.0,,
,p5feedback,26,121573,0.0-5.0-1.10,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,27,126661,0.0-5.0-0.11,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,2935.0200000335462,j,1.0,,
,p5feedback,28,127602,0.0-5.0-1.11,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,29,132042,0.0-5.0-0.12,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,2288.7200000113808,j,0.0,,
,p5feedback,30,132882,0.0-5.0-1.12,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,31,136975,0.0-5.0-0.13,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1956.6250000498258,j,1.0,,
,p5feedback,32,137898,0.0-5.0-1.13,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,33,142873,0.0-5.0-0.14,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,2842.029999999795,f,0.0,,
,p5feedback,34,143711,0.0-5.0-1.14,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,35,148237,0.0-5.0-0.15,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,2378.52499994915,f,1.0,,
,p5feedback,36,151162,0.0-5.0-1.15,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,37,155468,0.0-5.0-0.16,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,2147.869999986142,j,1.0,,
,p5feedback,38,157756,0.0-5.0-1.16,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,39,161717,0.0-5.0-0.17,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1803.319999948144,f,1.0,,
,p5feedback,40,164028,0.0-5.0-1.17,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,41,167381,0.0-5.0-0.18,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1123.3099999953993,j,1.0,,
,p5feedback,42,169650,0.0-5.0-1.18,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,43,173430,0.0-5.0-0.19,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1651.8700000015087,f,1.0,,
,p5feedback,44,175080,0.0-5.0-1.19,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,45,178144,0.0-5.0-0.20,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,914.4899999955669,j,0.0,,
,p5feedback,46,178772,0.0-5.0-1.20,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,47,182409,0.0-5.0-0.21,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1500.179999973625,j,1.0,,
,p5feedback,48,184422,0.0-5.0-1.21,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,49,189240,0.0-5.0-0.22,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,2669.510000036098,f,1.0,,
,p5feedback,50,191749,0.0-5.0-1.22,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,51,195321,0.0-5.0-0.23,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1415.3749999823049,j,1.0,,
,p5feedback,52,197252,0.0-5.0-1.23,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,53,200803,0.0-5.0-0.24,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1389.324999996461,f,0.0,,
,p5feedback,54,202440,0.0-5.0-1.24,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,55,207367,0.0-5.0-0.25,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,2693.3849999913946,f,1.0,,
,p5feedback,56,209556,0.0-5.0-1.25,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,57,213769,0.0-5.0-0.26,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,2061.005000025034,f,0.0,,
,p5feedback,58,214891,0.0-5.0-1.26,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,59,219364,0.0-5.0-0.27,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,2314.5500000100583,f,1.0,,
,p5feedback,60,221586,0.0-5.0-1.27,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,61,224745,0.0-5.0-0.28,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,989.5150000229478,j,0.0,,
,p5feedback,62,225904,0.0-5.0-1.28,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,63,229127,0.0-5.0-0.29,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,822.8649999946356,j,1.0,,
,p5feedback,64,231049,0.0-5.0-1.29,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,65,235474,0.0-5.0-0.30,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,2253.9099999703467,f,0.0,,
,p5feedback,66,235598,0.0-5.0-1.30,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,67,239156,0.0-5.0-0.31,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1354.6750000095926,f,1.0,,
,p5feedback,68,241395,0.0-5.0-1.31,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,69,245137,0.0-5.0-0.32,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1591.9449999928474,j,0.0,,
,p5feedback,70,245525,0.0-5.0-1.32,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,71,249253,0.0-5.0-0.33,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1576.7100000521168,j,1.0,,
,p5feedback,72,251391,0.0-5.0-1.33,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,73,254968,0.0-5.0-0.34,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1425.9000000311062,f,0.0,,
,p5feedback,74,256446,0.0-5.0-1.34,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,75,260283,0.0-5.0-0.35,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1688.9850000152364,f,1.0,,
,p5feedback,76,263030,0.0-5.0-1.35,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,77,267431,0.0-5.0-0.36,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,2245.8250000490807,f,1.0,,
,p5feedback,78,269651,0.0-5.0-1.36,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,79,272896,0.0-5.0-0.37,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1118.1999999680556,j,1.0,,
,p5feedback,80,275399,0.0-5.0-1.37,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,81,280010,0.0-5.0-0.38,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,2466.6650000144728,j,1.0,,
,p5feedback,82,282591,0.0-5.0-1.38,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,83,286741,0.0-5.0-0.39,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1999.9100000131875,f,1.0,,
,p5feedback,84,289114,0.0-5.0-1.39,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,85,293688,0.0-5.0-0.40,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,2437.740000023041,j,1.0,,
,p5feedback,86,295812,0.0-5.0-1.40,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,87,299237,0.0-5.0-0.41,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1261.049999971874,f,1.0,,
,p5feedback,88,301456,0.0-5.0-1.41,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,89,305484,0.0-5.0-0.42,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1894.2650000099093,j,1.0,,
,p5feedback,90,307288,0.0-5.0-1.42,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,91,310982,0.0-5.0-0.43,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1515.2300000190735,f,1.0,,
,p5feedback,92,313109,0.0-5.0-1.43,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,93,316631,0.0-5.0-0.44,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1359.8849999834783,j,0.0,,
,p5feedback,94,317623,0.0-5.0-1.44,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,95,321346,0.0-5.0-0.45,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1591.3999999756925,j,1.0,,
,p5feedback,96,324149,0.0-5.0-1.45,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,97,327393,0.0-5.0-0.46,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1097.589999961201,f,1.0,,
,p5feedback,98,329096,0.0-5.0-1.46,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,99,333542,0.0-5.0-0.47,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,2302.1650000009686,f,0.0,,
,p5feedback,100,336715,0.0-5.0-1.47,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,101,340605,0.0-5.0-0.48,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1725.769999960903,j,0.0,,
,p5feedback,102,342548,0.0-5.0-1.48,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,103,346104,0.0-5.0-0.49,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1401.9850000040606,j,1.0,,
,p5feedback,104,348526,0.0-5.0-1.49,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,105,351852,0.0-5.0-0.50,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1144.9249999714084,f,0.0,,
,p5feedback,106,352522,0.0-5.0-1.50,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,107,356084,0.0-5.0-0.51,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1378.1849999795668,j,0.0,,
,p5feedback,108,357382,0.0-5.0-1.51,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,109,360649,0.0-5.0-0.52,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1126.3250000192784,j,0.0,,
,p5feedback,110,361053,0.0-5.0-1.52,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,111,364849,0.0-5.0-0.53,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1660.009999992326,j,1.0,,
,p5feedback,112,365097,0.0-5.0-1.53,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,113,370363,0.0-5.0-0.54,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,3127.710000029765,j,1.0,,
,p5feedback,114,372483,0.0-5.0-1.54,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,115,375895,0.0-5.0-0.55,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1234.8900000215508,f,1.0,,
,p5feedback,116,378147,0.0-5.0-1.55,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,117,382142,0.0-5.0-0.56,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1831.7249999963678,f,1.0,,
,p5feedback,118,383981,0.0-5.0-1.56,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,119,387007,0.0-5.0-0.57,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,874.4300000253133,j,1.0,,
,p5feedback,120,388044,0.0-5.0-1.57,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,121,391522,0.0-5.0-0.58,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1348.569999972824,j,1.0,,
,p5feedback,122,393401,0.0-5.0-1.58,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,123,397737,0.0-5.0-0.59,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,2168.604999955278,f,1.0,,
,p5feedback,124,399917,0.0-5.0-1.59,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,125,403685,0.0-5.0-0.60,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1583.1250000046566,j,0.0,,
,p5feedback,126,405128,0.0-5.0-1.60,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,127,408250,0.0-5.0-0.61,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,987.5400000018999,j,1.0,,
,p5feedback,128,410312,0.0-5.0-1.61,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,129,414931,0.0-5.0-0.62,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,2490.909999993164,f,1.0,,
,p5feedback,130,417162,0.0-5.0-1.62,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,131,420713,0.0-5.0-0.63,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1409.1200000257231,f,0.0,,
,p5feedback,132,422305,0.0-5.0-1.63,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,133,426193,0.0-5.0-0.64,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1760.759999975562,j,1.0,,
,p5feedback,134,428091,0.0-5.0-1.64,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,135,433308,0.0-5.0-0.65,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,3052.1799999987707,j,0.0,,
,p5feedback,136,434149,0.0-5.0-1.65,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,137,437756,0.0-5.0-0.66,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,1.0,j,test,1450.6249999976717,j,1.0,,
,p5feedback,138,440168,0.0-5.0-1.66,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,,,,,,,,
,p5card,139,443754,0.0-5.0-0.67,5eff7cd152e3fd04e8afe0dc,5eedb8dfd2f5e71ef21600b6,5f002f595819b111bafe9454,False,0.55,0.0,f,test,1421.715000004042,f,1.0,,
