,target,target_present,set_size,response,search_time,correct
15772,Q,1,8,1,3,1
15773,Q,1,8,1,2,1
15774,Q,1,8,1,4,1
15775,Q,1,8,1,3,1
15776,Q,1,8,0,2,0
15777,Q,1,8,1,2,1
15778,Q,1,8,1,4,1
15779,Q,1,8,1,2,1
15780,Q,1,8,1,8,1
15781,Q,1,8,1,2,1
15782,Q,1,8,1,3,1
15783,Q,1,8,1,3,1
15784,Q,1,8,1,3,1
15785,Q,1,8,1,2,1
15786,Q,1,8,1,3,1
15787,Q,1,8,1,2,1
15788,Q,1,8,1,3,1
15789,Q,1,8,1,3,1
15790,Q,1,8,1,2,1
15791,Q,1,8,0,5,0
15792,Q,1,8,1,4,1
15793,Q,1,8,0,4,0
15794,Q,1,8,1,7,1
15795,Q,1,8,1,3,1
15796,Q,1,8,0,4,0
15797,Q,1,8,1,3,1
15798,Q,1,8,1,2,1
15799,Q,1,8,1,5,1
15800,Q,1,8,1,3,1
15801,Q,1,8,1,5,1
15802,Q,1,8,1,2,1
15803,Q,1,8,1,4,1
15804,Q,1,8,1,2,1
15805,Q,1,8,1,2,1
15806,Q,1,8,0,4,0
15807,Q,1,8,1,2,1
15808,Q,1,8,1,8,1
15809,Q,1,8,1,2,1
15810,Q,1,8,1,2,1
15811,Q,1,8,1,3,1
15812,Q,1,8,1,3,1
15813,Q,1,8,1,3,1
15814,Q,1,8,0,9,0
15815,Q,1,8,1,4,1
15816,Q,1,8,0,2,0
15817,Q,1,8,1,5,1
15818,Q,1,8,0,9,0
15819,Q,1,8,1,2,1
15820,Q,1,8,1,5,1
15821,Q,1,8,0,2,0
15822,Q,1,8,1,4,1
15823,Q,1,8,1,4,1
15824,Q,1,8,0,2,0
15825,Q,1,8,1,7,1
15826,Q,1,8,1,2,1
15827,Q,1,8,1,2,1
15828,Q,1,8,1,2,1
15829,Q,1,8,1,2,1
15830,Q,1,8,0,4,0
15831,Q,1,8,1,3,1
15832,Q,1,8,1,3,1
15833,Q,1,8,0,2,0
15834,Q,1,8,1,2,1
15835,Q,1,8,1,4,1
15836,Q,1,8,0,4,0
15837,Q,1,8,1,2,1
15838,Q,1,8,1,4,1
15839,Q,1,8,0,5,0
15840,Q,1,8,1,2,1
15841,Q,1,8,1,4,1
15842,Q,1,8,1,5,1
15843,Q,1,8,1,5,1
15844,Q,1,8,1,2,1
15845,Q,1,8,1,2,1
15846,Q,1,8,1,2,1
15847,Q,1,8,1,2,1
15848,Q,1,8,0,4,0
15849,Q,1,8,0,2,0
15850,Q,1,8,0,2,0
15851,Q,1,8,1,4,1
15852,Q,1,8,1,2,1
15853,Q,1,8,0,6,0
15854,Q,1,8,1,3,1
15855,Q,1,8,0,2,0
15856,Q,1,8,1,5,1
15857,Q,1,8,1,2,1
15858,Q,1,8,1,3,1
15859,Q,1,8,0,2,0
15860,Q,1,8,1,2,1
15861,Q,1,8,1,3,1
15862,Q,1,8,1,5,1
15863,Q,1,8,1,3,1
15864,Q,1,8,1,2,1
15865,Q,1,8,1,2,1
15866,Q,1,8,1,7,1
15867,Q,1,8,1,4,1
15868,Q,1,8,1,2,1
15869,Q,1,8,1,3,1
15870,Q,1,8,1,2,1
15871,Q,1,8,1,3,1
15872,Q,1,8,1,2,1
15873,Q,1,8,0,2,0
15874,Q,1,8,0,10,0
15875,Q,1,8,1,2,1
15876,Q,1,8,1,4,1
15877,Q,1,8,1,2,1
15878,Q,1,8,0,3,0
15879,Q,1,8,0,2,0
15880,Q,1,8,1,2,1
15881,Q,1,8,0,4,0
15882,Q,1,8,0,3,0
15883,Q,1,8,1,4,1
15884,Q,1,8,0,2,0
15885,Q,1,8,1,3,1
15886,Q,1,8,1,5,1
15887,Q,1,8,0,6,0
15888,Q,1,8,0,6,0
15889,Q,1,8,1,3,1
15890,Q,1,8,1,4,1
15891,Q,1,8,1,3,1
15892,Q,1,8,1,3,1
15893,Q,1,8,1,4,1
15894,Q,1,8,1,2,1
15895,Q,1,8,1,5,1
15896,Q,1,8,1,7,1
15897,Q,1,8,0,5,0
15898,Q,1,8,1,2,1
15899,Q,1,8,0,4,0
15900,Q,1,8,1,10,1
15901,Q,1,8,1,5,1
15902,Q,1,8,0,5,0
15903,Q,1,8,1,4,1
15904,Q,1,8,1,9,1
15905,Q,1,8,1,4,1
15906,Q,1,8,1,10,1
15907,Q,1,8,1,2,1
15908,Q,1,8,1,4,1
15909,Q,1,8,1,6,1
15910,Q,1,8,0,4,0
15911,Q,1,8,0,2,0
15912,Q,1,8,1,2,1
15913,Q,1,8,1,6,1
15914,Q,1,8,1,4,1
15915,Q,1,8,1,5,1
15916,Q,1,8,1,3,1
15917,Q,1,8,0,2,0
15918,Q,1,8,1,2,1
15919,Q,1,8,1,3,1
15920,Q,1,8,1,2,1
15921,Q,1,8,0,5,0
15922,Q,1,8,1,6,1
15923,Q,1,8,1,5,1
15924,Q,1,8,1,6,1
15925,Q,1,8,1,2,1
15926,Q,1,8,1,9,1
15927,Q,1,8,1,3,1
15928,Q,1,8,1,2,1
15929,Q,1,8,1,2,1
15930,Q,1,8,1,4,1
15931,Q,1,8,1,3,1
15932,Q,1,8,1,4,1
15933,Q,1,8,1,4,1
15934,Q,1,8,1,2,1
15935,Q,1,8,1,2,1
15936,Q,1,8,1,3,1
15937,Q,1,8,0,3,0
15938,Q,1,8,1,3,1
15939,Q,1,8,0,2,0
15940,Q,1,8,0,2,0
15941,Q,1,8,1,3,1
15942,Q,1,8,1,3,1
15943,Q,1,8,1,2,1
15944,Q,1,8,1,3,1
15945,Q,1,8,0,7,0
15946,Q,1,8,1,6,1
15947,Q,1,8,1,3,1
15948,Q,1,8,0,2,0
15949,Q,1,8,1,5,1
15950,Q,1,8,1,3,1
15951,Q,1,8,1,5,1
15952,Q,1,8,1,2,1
15953,Q,1,8,1,5,1
15954,Q,1,8,1,2,1
15955,Q,1,8,0,7,0
15956,Q,1,8,1,3,1
15957,Q,1,8,0,2,0
15958,Q,1,8,1,2,1
15959,Q,1,8,0,5,0
15960,Q,1,8,0,3,0
15961,Q,1,8,1,6,1
15962,Q,1,8,1,5,1
15963,Q,1,8,1,5,1
15964,Q,1,8,0,3,0
15965,Q,1,8,0,3,0
15966,Q,1,8,1,6,1
15967,Q,1,8,1,2,1
15968,Q,1,8,1,6,1
15969,Q,1,8,1,4,1
15970,Q,1,8,1,2,1
15971,Q,1,8,1,2,1
15972,Q,1,8,1,3,1
15973,Q,1,8,0,5,0
15974,Q,1,8,1,5,1
15975,Q,1,8,1,2,1
15976,Q,1,8,1,6,1
15977,Q,1,8,1,3,1
15978,Q,1,8,0,2,0
15979,Q,1,8,1,3,1
15980,Q,1,8,1,3,1
15981,Q,1,8,1,3,1
15982,Q,1,8,1,3,1
15983,Q,1,8,1,2,1
15984,Q,1,8,1,2,1
15985,Q,1,8,1,3,1
15986,Q,1,8,1,2,1
15987,Q,1,8,1,4,1
15988,Q,1,8,1,3,1
15989,Q,1,8,0,2,0
15990,Q,1,8,0,4,0
15991,Q,1,8,1,2,1
15992,Q,1,8,1,2,1
15993,Q,1,8,1,5,1
15994,Q,1,8,1,2,1
15995,Q,1,8,1,4,1
15996,Q,1,8,0,2,0
15997,Q,1,8,0,3,0
15998,Q,1,8,1,2,1
15999,Q,1,8,1,5,1
16000,O,0,1,0,6,1
16001,O,0,1,0,7,1
16002,O,0,1,0,2,1
16003,O,0,1,0,3,1
16004,O,0,1,0,2,1
16005,O,0,1,1,3,0
16006,O,0,1,0,3,1
16007,O,0,1,0,3,1
16008,O,0,1,0,3,1
16009,O,0,1,0,2,1
16010,O,0,1,0,5,1
16011,O,0,1,0,2,1
16012,O,0,1,0,2,1
16013,O,0,1,0,3,1
16014,O,0,1,0,2,1
16015,O,0,1,0,3,1
16016,O,0,1,0,2,1
16017,O,0,1,0,2,1
16018,O,0,1,0,3,1
16019,O,0,1,0,4,1
16020,O,0,1,0,3,1
16021,O,0,1,0,2,1
16022,O,0,1,0,6,1
16023,O,0,1,0,2,1
16024,O,0,1,0,3,1
16025,O,0,1,0,3,1
16026,O,0,1,0,2,1
16027,O,0,1,0,3,1
16028,O,0,1,0,3,1
16029,O,0,1,0,3,1
16030,O,0,1,0,2,1
16031,O,0,1,0,2,1
16032,O,0,1,0,2,1
16033,O,0,1,0,4,1
16034,O,0,1,0,2,1
16035,O,0,1,0,3,1
16036,O,0,1,0,5,1
16037,O,0,1,0,4,1
16038,O,0,1,0,3,1
16039,O,0,1,1,2,0
16040,O,0,1,0,2,1
16041,O,0,1,0,2,1
16042,O,0,1,0,2,1
16043,O,0,1,0,2,1
16044,O,0,1,0,3,1
16045,O,0,1,1,2,0
16046,O,0,1,0,4,1
16047,O,0,1,0,2,1
16048,O,0,1,0,4,1
16049,O,0,1,0,3,1
16050,O,0,1,0,2,1
16051,O,0,1,0,3,1
16052,O,0,1,0,4,1
16053,O,0,1,0,2,1
16054,O,0,1,0,2,1
16055,O,0,1,0,2,1
16056,O,0,1,0,3,1
16057,O,0,1,0,2,1
16058,O,0,1,0,2,1
16059,O,0,1,0,4,1
16060,O,0,1,0,3,1
16061,O,0,1,0,4,1
16062,O,0,1,0,2,1
16063,O,0,1,0,3,1
16064,O,0,1,0,5,1
16065,O,0,1,1,2,0
16066,O,0,1,0,3,1
16067,O,0,1,0,4,1
16068,O,0,1,0,5,1
16069,O,0,1,0,4,1
16070,O,0,1,0,7,1
16071,O,0,1,0,2,1
16072,O,0,1,1,2,0
16073,O,0,1,0,2,1
16074,O,0,1,0,3,1
16075,O,0,1,0,2,1
16076,O,0,1,0,5,1
16077,O,0,1,0,2,1
16078,O,0,1,0,3,1
16079,O,0,1,0,3,1
16080,O,0,1,0,3,1
16081,O,0,1,0,2,1
16082,O,0,1,0,2,1
16083,O,0,1,0,2,1
16084,O,0,1,0,2,1
16085,O,0,1,0,2,1
16086,O,0,1,0,4,1
16087,O,0,1,1,3,0
16088,O,0,1,1,8,0
16089,O,0,1,0,3,1
16090,O,0,1,0,2,1
16091,O,0,1,0,2,1
16092,O,0,1,0,2,1
16093,O,0,1,0,5,1
16094,O,0,1,0,2,1
16095,O,0,1,0,2,1
16096,O,0,1,0,4,1
16097,O,0,1,0,3,1
16098,O,0,1,1,2,0
16099,O,0,1,0,2,1
16100,O,0,1,0,2,1
16101,O,0,1,0,2,1
16102,O,0,1,0,2,1
16103,O,0,1,0,3,1
16104,O,0,1,0,4,1
16105,O,0,1,0,2,1
16106,O,0,1,0,2,1
16107,O,0,1,0,5,1
16108,O,0,1,0,4,1
16109,O,0,1,1,2,0
16110,O,0,1,0,3,1
16111,O,0,1,0,2,1
16112,O,0,1,0,3,1
16113,O,0,1,0,5,1
16114,O,0,1,1,4,0
16115,O,0,1,1,2,0
16116,O,0,1,0,4,1
16117,O,0,1,0,3,1
16118,O,0,1,0,12,1
16119,O,0,1,0,6,1
16120,O,0,1,0,4,1
16121,O,0,1,0,2,1
16122,O,0,1,0,2,1
16123,O,0,1,0,6,1
16124,O,0,1,0,5,1
16125,O,0,1,0,4,1
16126,O,0,1,1,4,0
16127,O,0,1,0,4,1
16128,O,0,1,0,3,1
16129,O,0,1,0,3,1
16130,O,0,1,1,3,0
16131,O,0,1,0,2,1
16132,O,0,1,1,2,0
16133,O,0,1,0,5,1
16134,O,0,1,0,3,1
16135,O,0,1,0,2,1
16136,O,0,1,0,3,1
16137,O,0,1,0,3,1
16138,O,0,1,0,2,1
16139,O,0,1,1,2,0
16140,O,0,1,0,5,1
16141,O,0,1,0,2,1
16142,O,0,1,0,3,1
16143,O,0,1,0,2,1
16144,O,0,1,0,3,1
16145,O,0,1,0,5,1
16146,O,0,1,1,6,0
16147,O,0,1,0,5,1
16148,O,0,1,0,5,1
16149,O,0,1,0,2,1
16150,O,0,1,0,3,1
16151,O,0,1,0,2,1
16152,O,0,1,0,5,1
16153,O,0,1,0,6,1
16154,O,0,1,0,6,1
16155,O,0,1,0,2,1
16156,O,0,1,0,3,1
16157,O,0,1,0,3,1
16158,O,0,1,0,2,1
16159,O,0,1,0,2,1
16160,O,0,1,0,2,1
16161,O,0,1,0,2,1
16162,O,0,1,0,2,1
16163,O,0,1,0,2,1
16164,O,0,1,0,2,1
16165,O,0,1,0,2,1
16166,O,0,1,1,3,0
16167,O,0,1,0,2,1
16168,O,0,1,0,2,1
16169,O,0,1,0,4,1
16170,O,0,1,0,2,1
16171,O,0,1,0,5,1
16172,O,0,1,0,5,1
16173,O,0,1,0,3,1
16174,O,0,1,0,2,1
16175,O,0,1,0,7,1
16176,O,0,1,0,4,1
16177,O,0,1,0,3,1
16178,O,0,1,0,3,1
16179,O,0,1,0,2,1
16180,O,0,1,0,3,1
16181,O,0,1,0,2,1
16182,O,0,1,0,3,1
16183,O,0,1,1,2,0
16184,O,0,1,1,3,0
16185,O,0,1,0,3,1
16186,O,0,1,0,2,1
16187,O,0,1,0,2,1
16188,O,0,1,0,2,1
16189,O,0,1,0,2,1
16190,O,0,1,0,6,1
16191,O,0,1,0,2,1
16192,O,0,1,0,2,1
16193,O,0,1,0,2,1
16194,O,0,1,0,3,1
16195,O,0,1,0,2,1
16196,O,0,1,0,2,1
16197,O,0,1,0,2,1
16198,O,0,1,0,2,1
16199,O,0,1,0,3,1
16200,O,0,1,0,5,1
16201,O,0,1,0,3,1
16202,O,0,1,0,3,1
16203,O,0,1,0,3,1
16204,O,0,1,0,4,1
16205,O,0,1,0,3,1
16206,O,0,1,0,2,1
16207,O,0,1,0,5,1
16208,O,0,1,0,3,1
16209,O,0,1,0,4,1
16210,O,0,1,0,2,1
16211,O,0,1,0,2,1
16212,O,0,1,0,4,1
16213,O,0,1,0,2,1
16214,O,0,1,0,2,1
16215,O,0,1,0,2,1
16216,O,0,1,0,3,1
16217,O,0,1,0,2,1
16218,O,0,1,0,3,1
16219,O,0,1,0,3,1
16220,O,0,1,0,4,1
16221,O,0,1,0,3,1
16222,O,0,1,0,3,1
16223,O,0,1,0,2,1
16224,O,0,1,0,2,1
16225,O,0,1,0,4,1
16226,O,0,1,0,2,1
16227,O,0,1,0,3,1
16228,O,0,1,0,5,1
16229,O,0,1,0,5,1
16230,O,0,1,0,2,1
16231,O,0,1,0,5,1
16232,O,0,1,0,3,1
16233,O,0,1,0,2,1
16234,O,0,1,0,3,1
16235,O,0,1,0,5,1
16236,O,0,1,0,2,1
16237,O,0,1,0,6,1
16238,O,0,1,0,4,1
16239,O,0,1,0,3,1
16240,O,0,1,0,2,1
16241,O,0,1,0,2,1
16242,O,0,1,0,2,1
16243,O,0,1,0,2,1
16244,O,0,1,0,4,1
16245,O,0,1,0,3,1
16246,O,0,1,0,4,1
16247,O,0,1,0,3,1
16248,O,0,1,0,2,1
16249,O,0,1,0,2,1
16250,O,0,1,0,2,1
16251,O,0,1,0,4,1
16252,O,0,1,0,3,1
16253,O,0,1,0,2,1
16254,O,0,1,0,2,1
16255,O,0,1,0,2,1
16256,O,0,1,0,3,1
16257,O,0,1,0,2,1
16258,O,0,1,0,4,1
16259,O,0,1,0,3,1
16260,O,0,1,0,3,1
16261,O,0,1,0,2,1
16262,O,0,1,0,2,1
16263,O,0,1,0,2,1
16264,O,0,1,0,6,1
16265,O,0,1,0,2,1
16266,O,0,1,0,2,1
16267,O,0,1,0,2,1
16268,O,0,1,0,3,1
16269,O,0,1,0,5,1
16270,O,0,1,0,3,1
16271,O,0,1,0,7,1
16272,O,0,1,0,2,1
16273,O,0,1,0,3,1
16274,O,0,1,0,2,1
16275,O,0,1,0,2,1
16276,O,0,1,0,2,1
16277,O,0,1,1,2,0
16278,O,0,1,0,4,1
16279,O,0,1,0,2,1
16280,O,0,1,1,2,0
16281,O,0,1,0,3,1
16282,O,0,1,0,8,1
16283,O,0,1,0,3,1
16284,O,0,1,0,3,1
16285,O,0,1,0,2,1
16286,O,0,1,0,4,1
16287,O,0,1,0,3,1
16288,O,0,1,0,3,1
16289,O,0,1,0,2,1
16290,O,0,1,0,3,1
16291,O,0,1,0,4,1
16292,O,0,1,0,3,1
16293,O,0,1,0,2,1
16294,O,0,1,0,3,1
16295,O,0,1,0,8,1
16296,O,0,1,0,3,1
16297,O,0,1,0,3,1
16298,O,0,1,0,4,1
16299,O,0,1,0,4,1
16300,O,0,1,0,3,1
16301,O,0,1,0,5,1
16302,O,0,1,0,4,1
16303,O,0,1,1,4,0
16304,O,0,1,0,2,1
16305,O,0,1,0,4,1
16306,O,0,1,0,2,1
16307,O,0,1,0,2,1
16308,O,0,1,0,2,1
16309,O,0,1,0,3,1
16310,O,0,1,0,4,1
16311,O,0,1,0,2,1
16312,O,0,1,1,3,0
16313,O,0,1,0,3,1
16314,O,0,1,0,3,1
16315,O,0,1,0,2,1
16316,O,0,1,0,4,1
16317,O,0,1,0,2,1
16318,O,0,1,0,2,1
16319,O,0,1,0,3,1
16320,O,0,1,0,2,1
16321,O,0,1,0,4,1
16322,O,0,1,0,2,1
16323,O,0,1,0,4,1
16324,O,0,1,0,3,1
16325,O,0,1,0,2,1
16326,O,0,1,0,4,1
16327,O,0,1,0,2,1
16328,O,0,1,0,6,1
16329,O,0,1,0,3,1
16330,O,0,1,1,2,0
16331,O,0,1,0,4,1
16332,O,0,1,0,2,1
16333,O,0,1,0,3,1
16334,O,0,1,0,2,1
16335,O,0,1,0,2,1
16336,O,0,1,0,4,1
16337,O,0,1,0,3,1
16338,O,0,1,0,3,1
16339,O,0,1,0,2,1
16340,O,0,1,0,3,1
16341,O,0,1,0,3,1
16342,O,0,1,0,5,1
16343,O,0,1,0,6,1
16344,O,0,1,0,4,1
16345,O,0,1,0,3,1
16346,O,0,1,0,2,1
16347,O,0,1,1,4,0
16348,O,0,1,0,3,1
16349,O,0,1,0,2,1
16350,O,0,1,0,2,1
16351,O,0,1,0,2,1
16352,O,0,1,0,3,1
16353,O,0,1,0,6,1
16354,O,0,1,0,5,1
16355,O,0,1,0,2,1
16356,O,0,1,0,5,1
16357,O,0,1,0,3,1
16358,O,0,1,0,3,1
16359,O,0,1,1,4,0
16360,O,0,1,1,6,0
16361,O,0,1,0,2,1
16362,O,0,1,0,3,1
16363,O,0,1,0,5,1
16364,O,0,1,0,2,1
16365,O,0,1,0,4,1
16366,O,0,1,0,12,1
16367,O,0,1,1,3,0
16368,O,0,1,0,2,1
16369,O,0,1,0,3,1
16370,O,0,1,0,2,1
16371,O,0,1,0,3,1
16372,O,0,1,0,3,1
16373,O,0,1,0,2,1
16374,O,0,1,0,2,1
16375,O,0,1,1,2,0
16376,O,0,1,0,3,1
16377,O,0,1,0,6,1
16378,O,0,1,0,3,1
16379,O,0,1,0,2,1
16380,O,0,1,0,5,1
16381,O,0,1,0,5,1
16382,O,0,1,1,3,0
16383,O,0,1,0,3,1
16384,O,0,1,0,2,1
16385,O,0,1,0,3,1
16386,O,0,1,0,5,1
16387,O,0,1,0,3,1
16388,O,0,1,0,3,1
16389,O,0,1,0,5,1
16390,O,0,1,0,3,1
16391,O,0,1,0,3,1
16392,O,0,1,0,2,1
16393,O,0,1,1,2,0
16394,O,0,1,0,5,1
16395,O,0,1,0,3,1
16396,O,0,1,0,3,1
16397,O,0,1,0,4,1
16398,O,0,1,0,2,1
16399,O,0,1,0,3,1
16400,O,0,1,0,3,1
16401,O,0,1,0,3,1
16402,O,0,1,0,5,1
16403,O,0,1,1,2,0
16404,O,0,1,0,3,1
16405,O,0,1,0,3,1
16406,O,0,1,0,3,1
16407,O,0,1,0,3,1
16408,O,0,1,0,3,1
16409,O,0,1,0,2,1
16410,O,0,1,0,6,1
16411,O,0,1,0,3,1
16412,O,0,1,0,3,1
16413,O,0,1,0,4,1
16414,O,0,1,0,2,1
16415,O,0,1,0,3,1
16416,O,0,1,0,4,1
16417,O,0,1,0,5,1
16418,O,0,1,1,5,0
16419,O,0,1,0,3,1
16420,O,0,1,0,5,1
16421,O,0,1,0,2,1
16422,O,0,1,0,7,1
16423,O,0,1,0,2,1
16424,O,0,1,0,3,1
16425,O,0,1,0,3,1
16426,O,0,1,0,5,1
16427,O,0,1,0,3,1
16428,O,0,1,0,3,1
16429,O,0,1,0,2,1
16430,O,0,1,0,3,1
16431,O,0,1,0,3,1
16432,O,0,1,0,2,1
16433,O,0,1,0,4,1
16434,O,0,1,0,4,1
16435,O,0,1,0,2,1
16436,O,0,1,0,3,1
16437,O,0,1,0,3,1
16438,O,0,1,1,3,0
16439,O,0,1,0,2,1
16440,O,0,1,0,4,1
16441,O,0,1,0,4,1
16442,O,0,1,0,2,1
16443,O,0,1,0,2,1
16444,O,0,1,0,2,1
16445,O,0,1,1,2,0
16446,O,0,1,0,3,1
16447,O,0,1,0,2,1
16448,O,0,1,0,5,1
16449,O,0,1,0,4,1
16450,O,0,1,0,4,1
16451,O,0,1,0,2,1
16452,O,0,1,0,3,1
16453,O,0,1,0,2,1
16454,O,0,1,0,3,1
16455,O,0,1,0,2,1
16456,O,0,1,0,2,1
16457,O,0,1,0,4,1
16458,O,0,1,1,4,0
16459,O,0,1,0,2,1
16460,O,0,1,0,5,1
16461,O,0,1,0,4,1
16462,O,0,1,0,2,1
16463,O,0,1,0,3,1
16464,O,0,1,0,4,1
16465,O,0,1,0,2,1
16466,O,0,1,0,2,1
16467,O,0,1,0,3,1
16468,O,0,1,0,3,1
16469,O,0,1,0,3,1
16470,O,0,1,0,2,1
16471,O,0,1,0,2,1
16472,O,0,1,0,2,1
16473,O,0,1,0,3,1
16474,O,0,1,0,3,1
16475,O,0,1,0,2,1
16476,O,0,1,0,4,1
16477,O,0,1,0,2,1
16478,O,0,1,1,2,0
16479,O,0,1,0,3,1
16480,O,0,1,0,4,1
16481,O,0,1,1,2,0
16482,O,0,1,1,4,0
16483,O,0,1,0,3,1
16484,O,0,1,1,4,0
16485,O,0,1,0,2,1
16486,O,0,1,0,3,1
16487,O,0,1,0,2,1
16488,O,0,1,1,3,0
16489,O,0,1,0,4,1
16490,O,0,1,0,3,1
16491,O,0,1,0,2,1
16492,O,0,1,0,2,1
16493,O,0,1,0,2,1
16494,O,0,1,0,2,1
16495,O,0,1,0,3,1
16496,O,0,1,0,2,1
16497,O,0,1,0,3,1
16498,O,0,1,0,3,1
16499,O,0,1,0,3,1
16500,O,0,1,0,2,1
16501,O,0,1,0,3,1
16502,O,0,1,1,2,0
16503,O,0,1,0,2,1
16504,O,0,1,0,2,1
16505,O,0,1,0,3,1
16506,O,0,1,0,2,1
16507,O,0,1,0,2,1
16508,O,0,1,0,4,1
16509,O,0,1,0,2,1
16510,O,0,1,0,2,1
16511,O,0,1,0,2,1
16512,O,0,1,0,4,1
16513,O,0,1,0,3,1
16514,O,0,1,0,4,1
16515,O,0,1,1,2,0
16516,O,0,1,0,3,1
16517,O,0,1,1,4,0
16518,O,0,1,0,2,1
16519,O,0,1,1,2,0
16520,O,0,1,0,3,1
16521,O,0,1,0,2,1
16522,O,0,1,0,2,1
16523,O,0,1,0,4,1
16524,O,0,1,0,3,1
16525,O,0,1,0,2,1
16526,O,0,1,0,2,1
16527,O,0,1,0,3,1
16528,O,0,1,0,3,1
16529,O,0,1,1,2,0
16530,O,0,1,0,3,1
16531,O,0,1,0,2,1
16532,O,0,1,0,2,1
16533,O,0,1,0,3,1
16534,O,0,1,0,2,1
16535,O,0,1,0,2,1
16536,O,0,1,0,3,1
16537,O,0,1,0,3,1
16538,O,0,1,0,3,1
16539,O,0,1,0,5,1
16540,O,0,1,0,2,1
16541,O,0,1,0,2,1
16542,O,0,1,1,2,0
16543,O,0,1,0,6,1
16544,O,0,1,0,2,1
16545,O,0,1,1,8,0
16546,O,0,1,0,2,1
16547,O,0,1,0,2,1
16548,O,0,1,0,9,1
16549,O,0,1,0,6,1
16550,O,0,1,1,3,0
16551,O,0,1,0,3,1
16552,O,0,1,0,2,1
16553,O,0,1,0,3,1
16554,O,0,1,0,2,1
16555,O,0,1,0,4,1
16556,O,0,1,1,2,0
16557,O,0,1,0,3,1
16558,O,0,1,0,2,1
16559,O,0,1,0,3,1
16560,O,0,1,0,6,1
16561,O,0,1,1,2,0
16562,O,0,1,1,3,0
16563,O,0,1,0,2,1
16564,O,0,1,0,3,1
16565,O,0,1,0,2,1
16566,O,0,1,0,2,1
16567,O,0,1,1,2,0
16568,O,0,1,0,3,1
16569,O,0,1,0,4,1
16570,O,0,1,0,3,1
16571,O,0,1,0,4,1
16572,O,0,1,0,2,1
16573,O,0,1,0,3,1
16574,O,0,1,0,4,1
16575,O,0,1,0,2,1
16576,O,0,1,0,3,1
16577,O,0,1,0,2,1
16578,O,0,1,0,2,1
16579,O,0,1,0,2,1
16580,O,0,1,0,3,1
16581,O,0,1,0,3,1
16582,O,0,1,0,2,1
16583,O,0,1,0,2,1
16584,O,0,1,0,3,1
16585,O,0,1,0,6,1
16586,O,0,1,1,2,0
16587,O,0,1,0,7,1
16588,O,0,1,0,2,1
16589,O,0,1,0,5,1
16590,O,0,1,0,7,1
16591,O,0,1,0,2,1
16592,O,0,1,0,3,1
16593,O,0,1,0,2,1
16594,O,0,1,0,2,1
16595,O,0,1,0,5,1
16596,O,0,1,0,4,1
16597,O,0,1,0,2,1
16598,O,0,1,0,2,1
16599,O,0,1,0,3,1
16600,O,0,1,0,3,1
16601,O,0,1,0,3,1
16602,O,0,1,0,2,1
16603,O,0,1,0,2,1
16604,O,0,1,0,3,1
16605,O,0,1,0,7,1
16606,O,0,1,0,3,1
16607,O,0,1,0,2,1
16608,O,0,1,0,2,1
16609,O,0,1,0,3,1
16610,O,0,1,0,2,1
16611,O,0,1,0,3,1
16612,O,0,1,0,5,1
16613,O,0,1,0,2,1
16614,O,0,1,0,3,1
16615,O,0,1,0,4,1
16616,O,0,1,0,2,1
16617,O,0,1,0,2,1
16618,O,0,1,0,3,1
16619,O,0,1,0,2,1
16620,O,0,1,0,2,1
16621,O,0,1,0,4,1
16622,O,0,1,0,2,1
16623,O,0,1,0,2,1
16624,O,0,1,0,6,1
16625,O,0,1,0,4,1
16626,O,0,1,0,6,1
16627,O,0,1,0,3,1
16628,O,0,1,0,3,1
16629,O,0,1,0,4,1
16630,O,0,1,0,3,1
16631,O,0,1,0,4,1
16632,O,0,1,0,2,1
16633,O,0,1,0,4,1
16634,O,0,1,0,3,1
16635,O,0,1,0,4,1
16636,O,0,1,0,3,1
16637,O,0,1,0,5,1
16638,O,0,1,0,3,1
16639,O,0,1,0,2,1
16640,O,0,1,0,4,1
16641,O,0,1,0,4,1
16642,O,0,1,0,2,1
16643,O,0,1,0,7,1
16644,O,0,1,0,2,1
16645,O,0,1,1,6,0
16646,O,0,1,0,2,1
16647,O,0,1,0,3,1
16648,O,0,1,0,2,1
16649,O,0,1,0,2,1
16650,O,0,1,0,3,1
16651,O,0,1,0,3,1
16652,O,0,1,0,2,1
16653,O,0,1,0,2,1
16654,O,0,1,0,4,1
16655,O,0,1,0,3,1
16656,O,0,1,0,2,1
16657,O,0,1,0,3,1
16658,O,0,1,0,3,1
16659,O,0,1,0,3,1
16660,O,0,1,1,2,0
16661,O,0,1,0,4,1
16662,O,0,1,0,2,1
16663,O,0,1,0,3,1
16664,O,0,1,0,5,1
16665,O,0,1,0,3,1
16666,O,0,1,0,2,1
16667,O,0,1,1,2,0
16668,O,0,1,0,2,1
16669,O,0,1,1,3,0
16670,O,0,1,1,2,0
16671,O,0,1,0,4,1
16672,O,0,1,0,5,1
16673,O,0,1,1,5,0
16674,O,0,1,0,2,1
16675,O,0,1,0,2,1
16676,O,0,1,0,5,1
16677,O,0,1,1,5,0
16678,O,0,1,0,2,1
16679,O,0,1,0,3,1
16680,O,0,1,0,2,1
16681,O,0,1,0,2,1
16682,O,0,1,0,3,1
16683,O,0,1,0,3,1
16684,O,0,1,0,2,1
16685,O,0,1,0,2,1
16686,O,0,1,0,4,1
16687,O,0,1,0,3,1
