,target,target_present,set_size,response,search_time,correct
8289,Q,0,4,0,2,1
8290,Q,0,4,1,4,0
8291,Q,0,4,0,3,1
8292,Q,0,4,0,4,1
8293,Q,0,4,1,2,0
8294,Q,0,4,0,3,1
8295,Q,0,4,0,3,1
8296,Q,0,4,1,3,0
8297,Q,0,4,0,3,1
8298,Q,0,4,0,3,1
8299,Q,0,4,0,6,1
8300,Q,0,4,0,2,1
8301,Q,0,4,0,3,1
8302,Q,0,4,0,4,1
8303,Q,0,4,0,2,1
8304,Q,0,4,0,4,1
8305,Q,0,4,0,2,1
8306,Q,0,4,1,2,0
8307,Q,0,4,1,2,0
8308,Q,0,4,0,2,1
8309,Q,0,4,0,5,1
8310,Q,0,4,0,2,1
8311,Q,0,4,1,4,0
8312,Q,0,4,1,2,0
8313,Q,0,4,0,3,1
8314,Q,0,4,0,2,1
8315,Q,0,4,0,5,1
8316,Q,0,4,0,2,1
8317,Q,0,4,0,12,1
8318,Q,0,4,0,5,1
8319,Q,0,4,0,2,1
8320,Q,0,4,0,5,1
8321,Q,0,4,0,3,1
8322,Q,0,4,0,3,1
8323,Q,0,4,0,3,1
8324,Q,0,4,1,2,0
8325,Q,0,4,0,8,1
8326,Q,0,4,1,3,0
8327,Q,0,4,0,8,1
8328,Q,0,4,0,4,1
8329,Q,0,4,1,6,0
8330,Q,0,4,0,3,1
8331,Q,0,4,0,2,1
8332,Q,0,4,0,3,1
8333,Q,0,4,0,2,1
8334,Q,0,4,0,5,1
8335,Q,0,4,0,6,1
8336,Q,0,4,0,3,1
8337,Q,0,4,0,2,1
8338,Q,0,4,0,2,1
8339,Q,0,4,0,2,1
8340,Q,0,4,0,2,1
8341,Q,0,4,0,2,1
8342,Q,0,4,0,2,1
8343,Q,0,4,1,2,0
8344,Q,0,4,1,6,0
8345,Q,0,4,1,3,0
8346,Q,0,4,1,2,0
8347,Q,0,4,0,4,1
8348,Q,0,4,0,2,1
8349,Q,0,4,1,3,0
8350,Q,0,4,0,4,1
8351,Q,0,4,0,2,1
8352,Q,0,4,0,6,1
8353,Q,0,4,0,2,1
8354,Q,0,4,0,4,1
8355,Q,0,4,1,5,0
8356,Q,0,4,0,2,1
8357,Q,0,4,0,2,1
8358,Q,0,4,0,7,1
8359,Q,0,4,0,3,1
8360,Q,0,4,0,3,1
8361,Q,0,4,0,9,1
8362,Q,0,4,0,3,1
8363,Q,0,4,0,2,1
8364,Q,0,4,0,2,1
8365,Q,0,4,0,10,1
8366,Q,0,4,0,3,1
8367,Q,0,4,0,4,1
8368,Q,0,4,0,2,1
8369,Q,0,4,0,2,1
8370,Q,0,4,0,3,1
8371,Q,0,4,0,4,1
8372,Q,0,4,0,2,1
8373,Q,0,4,1,3,0
8374,Q,0,4,0,3,1
8375,Q,0,4,0,3,1
8376,Q,0,4,0,2,1
8377,Q,0,4,1,4,0
8378,Q,0,4,0,7,1
8379,Q,0,4,0,3,1
8380,Q,0,4,0,3,1
8381,Q,0,4,1,3,0
8382,Q,0,4,0,6,1
8383,Q,0,4,0,2,1
8384,Q,0,4,0,2,1
8385,Q,0,4,1,3,0
8386,Q,0,4,0,3,1
8387,Q,0,4,0,4,1
8388,Q,0,4,0,6,1
8389,Q,0,4,0,4,1
8390,Q,0,4,1,2,0
8391,Q,0,4,0,2,1
8392,Q,0,4,0,5,1
8393,Q,0,4,1,4,0
8394,Q,0,4,0,4,1
8395,Q,0,4,0,2,1
8396,Q,0,4,0,3,1
8397,Q,0,4,1,9,0
8398,Q,0,4,0,4,1
8399,Q,0,4,0,5,1
8400,Q,0,4,0,4,1
8401,Q,0,4,0,5,1
8402,Q,0,4,0,4,1
8403,Q,0,4,0,4,1
8404,Q,0,4,0,3,1
8405,Q,0,4,1,3,0
8406,Q,0,4,0,6,1
8407,Q,0,4,0,3,1
8408,Q,0,4,0,3,1
8409,Q,0,4,0,4,1
8410,Q,0,4,0,2,1
8411,Q,0,4,1,2,0
8412,Q,0,4,0,6,1
8413,Q,0,4,0,2,1
8414,Q,0,4,1,6,0
8415,Q,0,4,0,4,1
8416,Q,0,4,0,2,1
8417,Q,0,4,0,2,1
8418,Q,0,4,0,3,1
8419,Q,0,4,0,3,1
8420,Q,0,4,0,3,1
8421,Q,0,4,0,2,1
8422,Q,0,4,0,3,1
8423,Q,0,4,0,3,1
8424,Q,0,4,0,4,1
8425,Q,0,4,0,3,1
8426,Q,0,4,0,4,1
8427,Q,0,4,0,5,1
8428,Q,0,4,0,2,1
8429,Q,0,4,0,3,1
8430,Q,0,4,0,3,1
8431,Q,0,4,0,9,1
8432,Q,0,4,0,4,1
8433,Q,0,4,0,3,1
8434,Q,0,4,0,3,1
8435,Q,0,4,0,3,1
8436,Q,0,4,0,5,1
8437,Q,0,4,0,4,1
8438,Q,0,4,0,2,1
8439,Q,0,4,0,3,1
8440,Q,0,4,0,7,1
8441,Q,0,4,0,3,1
8442,Q,0,4,0,3,1
8443,Q,0,4,0,4,1
8444,Q,0,4,0,3,1
8445,Q,0,4,0,5,1
8446,Q,0,4,0,2,1
8447,Q,0,4,0,5,1
8448,Q,0,4,0,2,1
8449,Q,0,4,0,6,1
8450,Q,0,4,0,3,1
8451,Q,0,4,0,4,1
8452,Q,0,4,1,2,0
8453,Q,0,4,0,3,1
8454,Q,0,4,1,4,0
8455,Q,0,4,0,2,1
8456,Q,0,4,0,2,1
8457,Q,0,4,0,5,1
8458,Q,0,4,0,2,1
8459,Q,0,4,0,3,1
8460,Q,0,4,0,5,1
8461,Q,0,4,0,4,1
8462,Q,0,4,0,4,1
8463,Q,0,4,0,2,1
8464,Q,0,4,0,2,1
8465,Q,0,4,0,3,1
8466,Q,0,4,0,3,1
8467,Q,0,4,0,5,1
8468,Q,0,4,0,4,1
8469,Q,0,4,0,3,1
8470,Q,0,4,0,2,1
8471,Q,0,4,0,6,1
8472,Q,0,4,0,4,1
8473,Q,0,4,0,3,1
8474,Q,0,4,0,9,1
8475,Q,0,4,0,2,1
8476,Q,0,4,0,5,1
8477,Q,0,4,0,2,1
8478,Q,0,4,0,3,1
8479,Q,0,4,0,3,1
8480,Q,0,4,0,4,1
8481,Q,0,4,0,3,1
8482,Q,0,4,0,2,1
8483,Q,0,4,0,4,1
8484,Q,0,4,0,3,1
8485,Q,0,4,0,3,1
8486,Q,0,4,0,3,1
8487,Q,0,4,0,3,1
8488,Q,0,4,0,2,1
8489,Q,0,4,1,2,0
8490,Q,0,4,0,3,1
8491,Q,0,4,0,4,1
8492,Q,0,4,0,4,1
8493,Q,0,4,0,4,1
8494,Q,0,4,0,4,1
8495,Q,0,4,0,4,1
8496,Q,0,4,0,3,1
8497,Q,0,4,0,3,1
8498,Q,0,4,0,2,1
8499,Q,0,4,0,3,1
8500,Q,0,4,0,3,1
8501,Q,0,4,0,6,1
8502,Q,0,4,1,4,0
8503,Q,0,4,0,2,1
8504,Q,0,4,0,2,1
8505,Q,0,4,0,4,1
8506,Q,0,4,0,3,1
8507,Q,0,4,0,4,1
8508,Q,0,4,0,3,1
8509,Q,0,4,0,7,1
8510,Q,0,4,0,2,1
8511,Q,0,4,0,4,1
8512,Q,0,4,0,7,1
8513,Q,0,4,0,2,1
8514,Q,0,4,0,2,1
8515,Q,0,4,1,2,0
8516,Q,0,4,1,2,0
8517,Q,0,4,0,2,1
8518,Q,0,4,0,4,1
8519,Q,0,4,1,3,0
8520,Q,0,4,0,6,1
8521,Q,0,4,0,3,1
8522,Q,0,4,0,3,1
8523,Q,0,4,0,2,1
8524,Q,0,4,0,7,1
8525,Q,0,4,0,3,1
8526,Q,0,4,0,3,1
8527,Q,0,4,0,3,1
8528,Q,0,4,0,2,1
8529,Q,0,4,0,2,1
8530,Q,0,4,0,6,1
8531,Q,0,4,0,2,1
8532,Q,0,4,0,4,1
8533,Q,0,4,0,4,1
8534,Q,0,4,0,3,1
8535,Q,0,4,0,6,1
8536,Q,0,4,0,4,1
8537,Q,0,4,1,4,0
8538,Q,0,4,1,2,0
8539,Q,0,4,0,4,1
8540,Q,0,4,0,4,1
8541,Q,0,4,1,3,0
8542,Q,0,4,0,4,1
8543,Q,0,4,0,4,1
8544,Q,0,4,0,7,1
8545,Q,0,4,0,3,1
8546,Q,0,4,0,2,1
8547,Q,0,4,1,2,0
8548,Q,0,4,0,3,1
8549,Q,0,4,0,5,1
8550,Q,0,4,1,4,0
8551,Q,0,4,0,2,1
8552,Q,0,4,1,2,0
8553,Q,0,4,0,4,1
8554,Q,0,4,0,3,1
8555,Q,0,4,0,2,1
8556,Q,0,4,1,5,0
8557,Q,0,4,0,2,1
8558,Q,0,4,0,2,1
8559,Q,0,4,0,7,1
8560,Q,0,4,0,2,1
8561,Q,0,4,0,2,1
8562,Q,0,4,1,4,0
8563,Q,0,4,0,2,1
8564,Q,0,4,0,7,1
8565,Q,0,4,1,4,0
8566,Q,0,4,0,4,1
8567,Q,0,4,0,2,1
8568,Q,0,4,0,3,1
8569,Q,0,4,0,3,1
8570,Q,0,4,0,5,1
8571,Q,0,4,1,2,0
8572,Q,0,4,0,9,1
8573,Q,0,4,0,3,1
8574,Q,0,4,0,2,1
8575,Q,0,4,0,9,1
8576,Q,0,4,0,2,1
8577,Q,0,4,1,5,0
8578,Q,0,4,0,6,1
8579,Q,0,4,0,3,1
8580,Q,0,4,1,3,0
8581,Q,0,4,0,3,1
8582,Q,0,4,1,2,0
8583,Q,0,4,1,2,0
8584,Q,0,4,0,2,1
8585,Q,0,4,0,2,1
8586,Q,0,4,1,3,0
8587,Q,0,4,0,4,1
8588,Q,0,4,1,2,0
8589,Q,0,4,0,2,1
8590,Q,0,4,0,2,1
8591,Q,0,4,0,2,1
8592,Q,0,4,1,4,0
8593,Q,0,4,0,5,1
8594,Q,0,4,0,4,1
8595,Q,0,4,1,3,0
8596,Q,0,4,0,2,1
8597,Q,0,4,0,4,1
8598,Q,0,4,0,8,1
8599,Q,0,4,0,2,1
8600,Q,0,4,0,5,1
8601,Q,0,4,0,4,1
8602,Q,0,4,0,4,1
8603,Q,0,4,0,2,1
8604,Q,0,4,0,6,1
8605,Q,0,4,0,3,1
8606,Q,0,4,1,3,0
8607,Q,0,4,0,5,1
8608,Q,0,4,0,5,1
8609,Q,0,4,0,2,1
8610,Q,0,4,0,6,1
8611,Q,0,4,0,2,1
8612,Q,0,4,0,4,1
8613,Q,0,4,0,7,1
8614,Q,0,4,0,2,1
8615,Q,0,4,0,4,1
8616,Q,0,4,0,3,1
8617,Q,0,4,0,3,1
8618,Q,0,4,0,3,1
8619,Q,0,4,0,2,1
8620,Q,0,4,1,3,0
8621,Q,0,4,0,2,1
8622,Q,0,4,0,6,1
8623,Q,0,4,0,4,1
8624,Q,0,4,1,7,0
8625,Q,0,4,0,2,1
8626,Q,0,4,0,2,1
8627,Q,0,4,0,3,1
8628,Q,0,4,0,2,1
8629,Q,0,4,0,2,1
8630,Q,0,4,0,3,1
8631,Q,0,4,0,2,1
8632,Q,0,4,0,2,1
8633,Q,0,4,1,5,0
8634,Q,0,4,0,2,1
8635,Q,0,4,0,3,1
8636,Q,0,4,1,6,0
8637,Q,0,4,0,4,1
8638,Q,0,4,0,2,1
8639,Q,0,4,0,2,1
8640,Q,0,4,0,3,1
8641,Q,0,4,0,3,1
8642,Q,0,4,0,3,1
8643,Q,0,4,0,2,1
8644,Q,0,4,1,4,0
8645,Q,0,4,0,3,1
8646,Q,0,4,0,2,1
8647,Q,0,4,0,8,1
8648,Q,0,4,1,3,0
8649,Q,0,4,0,5,1
8650,Q,0,4,0,3,1
8651,Q,0,4,0,7,1
8652,Q,0,4,0,2,1
8653,Q,0,4,0,2,1
8654,Q,0,4,0,3,1
8655,Q,0,4,0,3,1
8656,Q,0,4,0,4,1
8657,Q,0,4,0,4,1
8658,Q,0,4,0,2,1
8659,Q,0,4,0,3,1
8660,Q,0,4,0,2,1
8661,Q,0,4,0,3,1
8662,Q,0,4,0,3,1
8663,Q,0,4,0,3,1
8664,Q,0,4,0,5,1
8665,Q,0,4,0,6,1
8666,Q,0,4,0,3,1
8667,Q,0,4,0,3,1
8668,Q,0,4,0,3,1
8669,Q,0,4,0,3,1
8670,Q,0,4,0,3,1
8671,Q,0,4,0,6,1
8672,Q,0,4,0,2,1
8673,Q,0,4,0,5,1
8674,Q,0,4,0,4,1
8675,Q,0,4,1,2,0
8676,Q,0,4,1,3,0
8677,Q,0,4,0,3,1
8678,Q,0,4,0,2,1
8679,Q,0,4,1,4,0
8680,Q,0,4,0,2,1
8681,Q,0,4,0,2,1
8682,Q,0,4,0,3,1
8683,Q,0,4,1,3,0
8684,Q,0,4,1,2,0
8685,Q,0,4,0,4,1
8686,Q,0,4,1,3,0
8687,Q,0,4,0,4,1
8688,Q,0,4,0,2,1
8689,Q,0,4,1,3,0
8690,Q,0,4,0,6,1
8691,Q,0,4,0,2,1
8692,Q,0,4,0,2,1
8693,Q,0,4,0,3,1
8694,Q,0,4,0,2,1
8695,Q,0,4,0,5,1
8696,Q,0,4,1,6,0
8697,Q,0,4,0,2,1
8698,Q,0,4,0,5,1
8699,Q,0,4,0,3,1
8700,Q,0,4,0,2,1
8701,Q,0,4,0,4,1
8702,Q,0,4,0,3,1
8703,Q,0,4,0,3,1
8704,Q,0,4,1,2,0
8705,Q,0,4,0,3,1
8706,Q,0,4,0,2,1
8707,Q,0,4,0,2,1
8708,Q,0,4,0,3,1
8709,Q,0,4,0,2,1
8710,Q,0,4,1,2,0
8711,Q,0,4,0,5,1
8712,Q,0,4,0,2,1
8713,Q,0,4,0,3,1
8714,Q,0,4,0,2,1
8715,Q,0,4,0,11,1
8716,Q,0,4,1,5,0
8717,Q,0,4,0,3,1
8718,Q,0,4,0,3,1
8719,Q,0,4,0,6,1
8720,Q,0,4,0,5,1
8721,Q,0,4,0,2,1
8722,Q,0,4,0,3,1
8723,Q,0,4,0,2,1
8724,Q,0,4,0,2,1
8725,Q,0,4,0,4,1
8726,Q,0,4,0,2,1
8727,Q,0,4,0,5,1
8728,Q,0,4,1,4,0
8729,Q,0,4,0,2,1
8730,Q,0,4,0,6,1
8731,Q,0,4,0,8,1
8732,Q,0,4,0,5,1
8733,Q,0,4,0,5,1
8734,Q,0,4,0,5,1
8735,Q,0,4,0,4,1
8736,Q,0,4,1,2,0
8737,Q,0,4,0,3,1
8738,Q,0,4,0,3,1
8739,Q,0,4,1,2,0
8740,Q,0,4,0,2,1
8741,Q,0,4,1,2,0
8742,Q,0,4,1,3,0
8743,Q,0,4,1,3,0
8744,Q,0,4,1,4,0
8745,Q,0,4,0,3,1
8746,Q,0,4,0,10,1
8747,Q,0,4,1,3,0
8748,Q,0,4,0,4,1
8749,Q,0,4,0,2,1
8750,Q,0,4,0,5,1
8751,Q,0,4,1,2,0
8752,Q,0,4,0,3,1
8753,Q,0,4,0,6,1
8754,Q,0,4,0,3,1
8755,Q,0,4,0,6,1
8756,Q,0,4,0,2,1
8757,Q,0,4,1,2,0
8758,Q,0,4,0,2,1
8759,Q,0,4,0,4,1
8760,Q,0,4,0,2,1
8761,Q,0,4,1,3,0
8762,Q,0,4,0,5,1
8763,Q,0,4,0,4,1
8764,Q,0,4,0,7,1
8765,Q,0,4,0,3,1
8766,Q,0,4,0,2,1
8767,Q,0,4,0,4,1
8768,Q,0,4,0,2,1
8769,Q,0,4,0,3,1
8770,Q,0,4,0,2,1
8771,Q,0,4,0,2,1
8772,Q,0,4,0,3,1
8773,Q,0,4,0,2,1
8774,Q,0,4,1,5,0
8775,Q,0,4,0,8,1
8776,Q,0,4,0,2,1
8777,Q,0,4,0,3,1
8778,Q,0,4,0,2,1
8779,Q,0,4,0,2,1
8780,Q,0,4,0,2,1
8781,Q,0,4,0,2,1
8782,Q,0,4,1,2,0
8783,Q,0,4,0,5,1
8784,Q,0,4,0,2,1
8785,Q,0,4,0,9,1
8786,Q,0,4,0,2,1
8787,Q,0,4,0,3,1
8788,Q,0,4,0,4,1
8789,Q,0,4,0,3,1
8790,Q,0,4,0,6,1
8791,Q,0,4,0,3,1
8792,Q,0,4,0,4,1
8793,Q,0,4,0,4,1
8794,Q,0,4,0,2,1
8795,Q,0,4,0,6,1
8796,Q,0,4,0,4,1
8797,Q,0,4,1,4,0
8798,Q,0,4,0,3,1
8799,Q,0,4,0,4,1
8800,Q,0,4,0,2,1
8801,Q,0,4,0,4,1
8802,Q,0,4,0,4,1
8803,Q,0,4,0,7,1
8804,Q,0,4,0,4,1
8805,Q,0,4,1,5,0
8806,Q,0,4,0,2,1
8807,Q,0,4,0,5,1
8808,Q,0,4,0,3,1
8809,Q,0,4,0,2,1
8810,Q,0,4,1,3,0
8811,Q,0,4,0,3,1
8812,Q,0,4,0,5,1
8813,Q,0,4,1,10,0
8814,Q,0,4,1,2,0
8815,Q,0,4,0,5,1
8816,Q,0,4,0,2,1
8817,Q,0,4,0,4,1
8818,Q,0,4,0,8,1
8819,Q,0,4,0,2,1
8820,Q,0,4,0,3,1
8821,Q,0,4,0,8,1
8822,Q,0,4,0,4,1
8823,Q,0,4,1,2,0
8824,Q,0,4,0,3,1
8825,Q,0,4,1,3,0
8826,Q,0,4,1,3,0
8827,Q,0,4,0,3,1
8828,Q,0,4,0,2,1
8829,Q,0,4,1,2,0
8830,Q,0,4,0,8,1
8831,Q,0,4,0,5,1
8832,Q,0,4,0,2,1
8833,Q,0,4,0,2,1
8834,Q,0,4,0,4,1
8835,Q,0,4,0,2,1
8836,Q,0,4,0,4,1
8837,Q,0,4,0,4,1
8838,Q,0,4,0,3,1
8839,Q,0,4,1,6,0
8840,Q,0,4,0,3,1
8841,Q,0,4,0,2,1
8842,Q,0,4,0,2,1
8843,Q,0,4,0,3,1
8844,Q,0,4,1,7,0
8845,Q,0,4,0,4,1
8846,Q,0,4,0,5,1
8847,Q,0,4,0,3,1
8848,Q,0,4,0,8,1
8849,Q,0,4,1,9,0
8850,Q,0,4,1,3,0
8851,Q,0,4,0,2,1
8852,Q,0,4,1,2,0
8853,Q,0,4,0,2,1
8854,Q,0,4,0,4,1
8855,Q,0,4,1,4,0
8856,Q,0,4,0,4,1
8857,Q,0,4,0,7,1
8858,Q,0,4,0,5,1
8859,Q,0,4,0,2,1
8860,Q,0,4,0,2,1
8861,Q,0,4,0,2,1
8862,Q,0,4,0,6,1
8863,Q,0,4,0,2,1
8864,Q,0,4,0,2,1
8865,Q,0,4,0,2,1
8866,Q,0,4,0,2,1
8867,Q,0,4,0,4,1
8868,Q,0,4,1,3,0
8869,Q,0,4,0,5,1
8870,Q,0,4,0,2,1
8871,Q,0,4,0,2,1
8872,Q,0,4,0,3,1
8873,Q,0,4,1,2,0
8874,Q,0,4,0,2,1
8875,Q,0,4,0,8,1
8876,Q,0,4,0,3,1
8877,Q,0,4,1,7,0
8878,Q,0,4,1,5,0
8879,Q,0,4,0,3,1
8880,Q,0,4,0,3,1
8881,Q,0,4,0,2,1
8882,Q,0,4,1,6,0
8883,Q,0,4,0,2,1
8884,Q,0,4,1,2,0
8885,Q,0,4,0,5,1
8886,Q,0,4,0,3,1
8887,Q,0,4,0,2,1
8888,Q,0,4,0,3,1
8889,Q,0,4,0,3,1
8890,Q,0,4,0,2,1
8891,Q,0,4,0,2,1
8892,Q,0,4,0,2,1
8893,Q,0,4,1,2,0
8894,Q,0,4,0,3,1
8895,Q,0,4,0,5,1
8896,Q,0,4,0,5,1
8897,Q,0,4,0,2,1
8898,Q,0,4,0,3,1
8899,Q,0,4,0,3,1
8900,Q,0,4,0,9,1
8901,Q,0,4,0,5,1
8902,Q,0,4,0,2,1
8903,Q,0,4,0,5,1
8904,Q,0,4,1,3,0
8905,Q,0,4,1,4,0
8906,Q,0,4,1,2,0
8907,Q,0,4,0,4,1
8908,Q,0,4,0,5,1
8909,Q,0,4,0,3,1
8910,Q,0,4,0,2,1
8911,Q,0,4,1,3,0
8912,Q,0,4,0,4,1
8913,Q,0,4,0,2,1
8914,Q,0,4,1,2,0
8915,Q,0,4,0,5,1
8916,Q,0,4,0,2,1
8917,Q,0,4,0,4,1
8918,Q,0,4,0,2,1
8919,Q,0,4,0,4,1
8920,Q,0,4,0,3,1
8921,Q,0,4,0,4,1
8922,Q,0,4,0,4,1
8923,Q,0,4,0,2,1
8924,Q,0,4,0,2,1
8925,Q,0,4,1,3,0
8926,Q,0,4,0,5,1
8927,Q,0,4,0,3,1
8928,Q,0,4,0,4,1
8929,Q,0,4,0,2,1
8930,Q,0,4,0,5,1
8931,Q,0,4,0,3,1
8932,Q,0,4,1,2,0
8933,Q,0,4,0,2,1
8934,Q,0,4,1,3,0
8935,Q,0,4,0,3,1
8936,Q,0,4,0,8,1
8937,Q,0,4,0,3,1
8938,Q,0,4,0,2,1
8939,Q,0,4,0,2,1
8940,Q,0,4,0,4,1
8941,Q,0,4,0,2,1
8942,Q,0,4,0,3,1
8943,Q,0,4,0,3,1
8944,Q,0,4,0,8,1
8945,Q,0,4,0,2,1
8946,Q,0,4,0,3,1
8947,Q,0,4,0,4,1
8948,Q,0,4,0,2,1
8949,Q,0,4,0,4,1
8950,Q,0,4,1,2,0
8951,Q,0,4,0,13,1
8952,Q,0,4,0,4,1
8953,Q,0,4,0,7,1
8954,Q,0,4,0,7,1
8955,Q,0,4,0,3,1
8956,Q,0,4,0,4,1
8957,Q,0,4,0,2,1
8958,Q,0,4,0,3,1
8959,Q,0,4,0,2,1
8960,Q,0,4,0,4,1
8961,Q,0,4,0,4,1
8962,Q,0,4,0,6,1
8963,Q,0,4,0,5,1
8964,Q,0,4,0,2,1
8965,Q,0,4,0,3,1
8966,Q,0,4,0,4,1
8967,Q,0,4,0,2,1
8968,Q,0,4,0,7,1
8969,Q,0,4,0,2,1
8970,Q,0,4,0,5,1
8971,Q,0,4,0,3,1
8972,Q,0,4,0,4,1
8973,Q,0,4,0,3,1
8974,Q,0,4,1,3,0
8975,Q,0,4,0,2,1
8976,Q,0,4,0,3,1
8977,Q,0,4,0,8,1
8978,Q,0,4,0,2,1
8979,Q,0,4,1,3,0
8980,Q,0,4,0,3,1
8981,Q,0,4,0,3,1
8982,Q,0,4,0,3,1
8983,Q,0,4,0,4,1
8984,Q,0,4,0,7,1
8985,Q,0,4,0,2,1
8986,Q,0,4,0,6,1
8987,Q,0,4,0,2,1
8988,Q,0,4,0,5,1
8989,Q,0,4,1,3,0
8990,Q,0,4,0,3,1
8991,Q,0,4,0,4,1
8992,Q,0,4,0,5,1
8993,Q,0,4,0,7,1
8994,Q,0,4,1,7,0
8995,Q,0,4,1,3,0
8996,Q,0,4,0,3,1
8997,Q,0,4,0,2,1
8998,Q,0,4,1,3,0
8999,Q,0,4,0,2,1
9000,Q,0,4,0,3,1
9001,Q,0,4,0,3,1
9002,Q,0,4,0,4,1
9003,Q,0,4,0,4,1
9004,Q,0,4,0,5,1
9005,Q,0,4,0,2,1
9006,Q,0,4,0,2,1
9007,Q,0,4,0,5,1
9008,Q,0,4,1,4,0
9009,Q,0,4,0,3,1
9010,Q,0,4,0,4,1
9011,Q,0,4,1,2,0
9012,Q,0,4,0,3,1
9013,Q,0,4,0,2,1
9014,Q,0,4,0,2,1
9015,Q,0,4,0,2,1
9016,Q,0,4,1,2,0
9017,Q,0,4,0,2,1
9018,Q,0,4,0,3,1
9019,Q,0,4,0,3,1
9020,Q,0,4,0,3,1
9021,Q,0,4,0,3,1
9022,Q,0,4,0,3,1
9023,Q,0,4,1,2,0
9024,Q,0,4,1,6,0
9025,Q,0,4,0,2,1
9026,Q,0,4,0,3,1
9027,Q,0,4,0,2,1
9028,Q,0,4,1,2,0
9029,Q,0,4,0,7,1
9030,Q,0,4,0,4,1
9031,Q,0,4,0,2,1
9032,Q,0,4,0,3,1
9033,Q,0,4,0,3,1
9034,Q,0,4,0,3,1
9035,Q,0,4,0,2,1
9036,Q,0,4,0,4,1
9037,Q,0,4,0,6,1
9038,Q,0,4,0,3,1
9039,Q,0,4,0,2,1
9040,Q,0,4,0,2,1
9041,Q,0,4,0,3,1
9042,Q,0,4,0,4,1
9043,Q,0,4,0,5,1
9044,Q,0,4,0,3,1
9045,Q,0,4,0,3,1
9046,Q,0,4,0,6,1
9047,Q,0,4,0,3,1
9048,Q,0,4,1,4,0
9049,Q,0,4,0,5,1
9050,Q,0,4,0,3,1
9051,Q,0,4,0,4,1
9052,Q,0,4,0,5,1
9053,Q,0,4,0,4,1
9054,Q,0,4,0,2,1
9055,Q,0,4,0,2,1
9056,Q,0,4,1,2,0
9057,Q,0,4,0,2,1
9058,Q,0,4,0,6,1
9059,Q,0,4,1,2,0
9060,Q,0,4,0,2,1
9061,Q,0,4,1,3,0
9062,Q,0,4,0,2,1
9063,Q,0,4,0,2,1
9064,Q,0,4,0,3,1
9065,Q,0,4,0,3,1
9066,Q,0,4,0,3,1
9067,Q,0,4,0,4,1
9068,Q,0,4,0,3,1
9069,Q,0,4,0,2,1
9070,Q,0,4,0,4,1
9071,Q,0,4,0,3,1
9072,Q,0,4,1,2,0
9073,Q,0,4,0,2,1
9074,Q,0,4,0,3,1
9075,Q,0,4,0,2,1
9076,Q,0,4,0,5,1
9077,Q,0,4,1,5,0
9078,Q,0,4,0,7,1
9079,Q,0,4,0,4,1
9080,Q,0,4,1,4,0
9081,Q,0,4,1,3,0
9082,Q,0,4,1,3,0
9083,Q,0,4,0,5,1
9084,Q,0,4,0,3,1
9085,Q,0,4,1,3,0
9086,Q,0,4,0,4,1
9087,Q,0,4,0,4,1
9088,Q,0,4,0,10,1
9089,Q,0,4,0,3,1
9090,Q,0,4,0,2,1
9091,Q,0,4,0,2,1
9092,Q,0,4,1,6,0
9093,Q,0,4,0,2,1
9094,Q,0,4,0,4,1
9095,Q,0,4,0,4,1
9096,Q,0,4,0,2,1
9097,Q,0,4,1,5,0
9098,Q,0,4,0,3,1
9099,Q,0,4,0,3,1
9100,Q,0,4,0,2,1
9101,Q,0,4,0,5,1
9102,Q,0,4,0,4,1
9103,Q,0,4,1,3,0
9104,Q,0,4,1,3,0
9105,Q,0,4,1,4,0
9106,Q,0,4,0,4,1
9107,Q,0,4,0,3,1
9108,Q,0,4,0,2,1
9109,Q,0,4,0,2,1
9110,Q,0,4,0,3,1
9111,Q,0,4,0,4,1
9112,Q,0,4,0,2,1
9113,Q,0,4,1,4,0
9114,Q,0,4,0,4,1
9115,Q,0,4,0,2,1
9116,Q,0,4,0,2,1
9117,Q,0,4,0,5,1
9118,Q,0,4,0,5,1
9119,Q,0,4,1,5,0
9120,Q,0,4,0,2,1
9121,Q,0,4,0,4,1
9122,Q,0,4,0,3,1
9123,Q,0,4,1,3,0
9124,Q,0,4,0,4,1
9125,Q,0,4,0,3,1
9126,Q,0,4,0,5,1
9127,Q,0,4,0,2,1
9128,Q,0,4,0,3,1
9129,Q,0,4,1,2,0
9130,Q,0,4,0,2,1
9131,Q,0,4,1,4,0
9132,Q,0,4,0,3,1
9133,Q,0,4,1,3,0
9134,Q,0,4,0,2,1
9135,Q,0,4,0,2,1
9136,Q,0,4,0,4,1
9137,Q,0,4,0,3,1
9138,Q,0,4,1,2,0
9139,Q,0,4,1,3,0
9140,Q,0,4,0,2,1
9141,Q,0,4,0,2,1
9142,Q,0,4,0,2,1
9143,Q,0,4,0,3,1
9144,Q,0,4,0,2,1
9145,Q,0,4,0,2,1
9146,Q,0,4,0,6,1
9147,Q,0,4,0,5,1
9148,Q,0,4,0,3,1
9149,Q,0,4,0,6,1
9150,Q,0,4,1,2,0
9151,Q,0,4,0,2,1
9152,Q,0,4,0,2,1
9153,Q,0,4,0,2,1
9154,Q,0,4,0,2,1
9155,Q,0,4,1,5,0
9156,Q,0,4,1,2,0
9157,Q,0,4,0,3,1
9158,Q,0,4,0,2,1
9159,Q,0,4,0,3,1
9160,Q,0,4,0,2,1
9161,Q,0,4,0,2,1
